Date,City,Cause of Death
7/19/2018,Cali -  Valle del Cauca,Drug-Related
7/20/2018,Armenia -  Andes Region,Veh. Accid-Auto
8/6/2018,Santuario -  Antioquia,Suicide
8/9/2018,Cartagena -  Bolivar,Undetermined/Unknown
8/27/2018,Medellin -  Antioquia,Homicide
9/15/2018,Cocorna -  Antioquia,Drowning
9/27/2018,Villamaria -  Caldas,Other Accident
10/25/2018,Valledupar -  Cesar,Veh. Accid-Auto
10/26/2018,Fusagasuga -  Cundinamarca,Suicide
11/13/2018,Medellin -  Antioquia,Undetermined/Unknown
2/28/2019,Medellin -  Colombia,Veh. Accid-Motorcy.
5/28/2019,Cartagena -  Colombia,Other Accident
6/2/2019,Santa Barbara -  Columbia,Veh. Accid-Motorcy.
6/13/2019,Medellin -  Colombia,Homicide
11/11/2015,Bogota,Veh. Accid-Motorcy.
5/9/2008,Muanda -  Bas-congo,Air Accident
2/12/2012,Kinshasa -  Congo-Kinshasa,Air Accident
2/12/2012,Kinshasa -  Congo-Kinshasa,Air Accident
9/23/2013,Congo-Kinshasa,Homicide
2/24/2015,Kinshasa,Drowning
3/14/2018,Kinshasa -  Kinshasa,Veh. Accid-Auto
3/14/2018,Kinshasa -  Kinshasa,Veh. Accid-Auto
6/19/2010,Avima Ridge (Yangadou) - Souanke  - Sangha,Air Accident
6/19/2010,Avima Ridge (Yangadou) - Souanke - Sangha,Air Accident
3/27/2017,DRC,Homicide
10/7/2002,San Jose -  Costa Rica,Suicide
11/16/2002,San Jose -  Costa Rica,Suicide
12/7/2002,Alajuela -  Costa Rica,Suicide
12/27/2002,San Jose -  Costa Rica,Veh. Accident-Auto
1/4/2003,San Pedro -  San Jose -  Costa Rica,Homicide
1/15/2003,Atenas -  Alajuela -  Costa Rica,Veh. Accident-Motorcycle
1/19/2003,Puntarenas -  Costa Rica,Drug-Related
1/23/2003,San Jose -  Costa Rica,Homicide
2/10/2003,San Jose -  Costa Rica,Veh. Accident-Pedestrian
2/16/2003,Escazu -  San Jose -  Costa Rica,Natural Disaster
2/28/2003,Piedra La Chancha -  Puntarenas -  Costa Rica,Drowning
3/19/2003,Highway To Nicoya -  Costa Rica,Veh. Accident-Auto
3/22/2003,Lomas De Ayarco -  San Jose -  Costa Rica,Other Accident
4/12/2003,Esterillos Beach -  Puntarenas -  Costa Rica,Drowning
5/16/2003,Coco Island -  Costa Rica,Other Accident
5/31/2003,Dominical -  Puntarenas -  Costa Rica,Veh. Accident-Auto
6/9/2003,Puntarenas -  Costa Rica,Suicide
6/24/2003,San Jose -  Costa Rica,Suicide
7/1/2003,Escazu -  San Jose -  Costa Rica,Other Accident
7/8/2003,Puntarenas -  Costa Rica,Suicide
7/10/2003,Coto Brus -  Puntarenas -  Costa Rica,Air Accident
7/10/2003,San Vito De Corredores -  Puntarenas -  Costa Rica,Air Accident
7/25/2003,Hotel Presidente -  San Jose -  Costa Rica,Other Accident
8/16/2003,Cacao Villas -  Limon -  Costa Rica,Veh. Accident-Auto
8/25/2003,Calle Blancos -  San Jose -  Costa Rica,Homicide
9/10/2003,Near Murcielago Island -  Guanacaste -  Costa Rica,Drowning
10/3/2003,San Pedro De Montes De Oca -  San Jose -  Costa Rica,Drug-Related
10/27/2003,Playa Naranjo -  Puntarenas -  Costa Rica,Homicide
11/17/2003,Guapil Beach -  Puntarenas -  Costa Rica,Drowning
11/21/2003,Potrero Beach -  Santa Cruz -  Guanacaste -  Costa Rica,Drowning
12/8/2003,Nicoya -  Guanacaste -  Costa Rica,Drug-Related
12/17/2003,Highway 150 Mtsw North From Melia Cariari Entrance -  Belen -  Heredia -  Costa Rica,Veh. Accident-Auto
12/23/2003,San Jose -  Costa Rica,Suicide
2/6/2004,On The Road In La Garita -  Alajuela -  Costa Rica,Veh. Accident-Auto
3/17/2004,Puntarenas -  Costa Rica,Suicide
3/19/2004,Bijagua -  Alajuela -  Costa Rica,Other Accident
3/27/2004,Near Bijagual Waterfall -  Turrubares -  San Jose -  Costa Rica,Other Accident
4/15/2004,Escazu -  San Jose -  Costa Rica,Veh. Accident-Pedestrian
4/19/2004,San Jose -  Costa Rica,Other Accident
6/5/2004,Langosta Beach -  Tamarindo Guanacaste -  Costa Rica,Drowning
6/14/2004,Ciudad Neily Hospital -  Puntarenas -  Costa Rica,Veh. Accident-Auto
6/26/2004,Puntarenas -  Costa Rica,Homicide
7/4/2004,Mata Palo Cape -  Puntarenas -  Costa Rica,Maritime Accident
7/12/2004,Santa Cruz -  Guanacuaste -  Costa Rica,Other Accident
8/4/2004,Puntarenas -  Costa Rica,Drowning
8/14/2004,Llorente De Tibas -  San Jose -  Costa Rica,Homicide
8/25/2004,On The Road From Zapote River And Samara Beach -  Guanacuaste -  Costa Rica,Veh. Accident-Auto
9/15/2004,El Coco Island -  Puntarenas -  Costa Rica,Drowning
10/18/2004,San Jose -  Costa Rica,Homicide
10/30/2004,Cocles -  Cahuita -  Limon -  Costa Rica,Other Accident
11/7/2004,Cima Hospital -  San Jose -  Costa Rica,Other Accident
11/10/2004,Jaco Beach -  Puntarenas -  Costa Rica,Drowning
11/19/2004,San Jose -  Costa Rica,Drug-Related
11/21/2004,Guiones Beach -  Nicoya -  Guanacaste -  Costa Rica,Drowning
11/21/2004,Reventazon River Bed -  Siquirres Limon -  Costa Rica,Drowning
12/11/2004,San Jose -  Costa Rica,Other Accident
12/26/2004,Puntarenas -  Costa Rica,Air Accident
12/28/2004,Mirado Jaco Cliff -  Puntarenas -  Costa Rica,Veh. Accident-Motorcycle
1/2/2005,San Jose -  Costa Rica,Veh. Accident
1/5/2005,Matapalo Beach -  Quepos -  Puntarenas -  Costa Rica,Drowning
1/5/2005,Quepos -  Puntarenas -  Costa Rica,Drug-Related
1/14/2005,El Hoyon -  San Isidro Del General San Jose,Veh. Accident
1/16/2005,Escazu -  San Jose -  Costa Rica,Drowning
2/3/2005,Barrigona Beach -  Nicoya -  Guanacaste -  Costa Rica,Drowning-Beach
2/7/2005,Bandera Beach -  Parrita -  Puntarenas -  Costa Rica,Drowning-Beach
2/11/2005,San Jose -  Costa Rica,Homicide
2/26/2005,Chiquita Beach -  Puerto Viejo -  Limon -  Costa Rica,Other Accident
3/9/2005,Manuel Antonio Beach -  Quepos -  Puntarenas -  Costa Rica,Drowning
3/9/2005,Montezuma -  Puntarenas -  Costa Rica,Drug-Related
3/10/2005,Matina -  Limon -  Costa Rica,Homicide
3/22/2005,San Jose -  Costa Rica,Homicide
4/1/2005,Horquetas -  Sarapiqui -  Heredia -  Costa Rica,Veh. Accident-Auto
4/15/2005,San Miguel De Turrucares -  Alajuela -  Costa Rica,Homicide
5/1/2005,Alajuela -  Costa Rica,Homicide
5/4/2005,Near Quepos -  Puntarenas -  Costa Rica,Maritime Accident
5/4/2005,Near Quepos -  Puntarenas -  Costa Rica,Maritime Accident
5/18/2005,San Jose -  Costa Rica,Suicide
5/31/2005,Near Puntarenas -  Costa Rica,Air Accident
5/31/2005,Near Puntarenas -  Costa Rica,Air Accident
5/31/2005,Near Puntarenas -  Costa Rica,Air Accident
6/3/2005,Limon -  Costa Rica,Drowning
6/22/2005,San Jose -  Costa Rica,Suicide
6/23/2005,San Jose -  Costa Rica,Homicide
7/16/2005,At Sea Near Cabo Velas -  Santa Cruz -  Guanacaste -  Costa Rica,Air Accident
7/16/2005,At Sea Near Cabo Velas -  Santa Cruz -  Guanacaste -  Costa Rica,Air Accident
7/30/2005,At Sea Near Guanacaste -  Costa Rica,Maritime Accident
7/30/2005,At Sea Near Guanacaste -  Costa Rica,Maritime Accident
8/6/2005,Tarcoles Road -  Puntarenas -  Costa Rica,Veh. Accident-Auto
9/11/2005,Panama Beach -  Guanacaste -  Costa Rica,Drowning
11/17/2005,San Jose -  Costa Rica,Drug-Related
1/14/2006,San Jose -  Costa Rica,Homicide
1/15/2006,Oreamuno -  Cartago -  Costa Rica,Air Accident
1/15/2006,Oreamuno -  Cartago -  Costa Rica,Air Accident
1/21/2006,Barranca -  Puntarenas -  Costa Rica,Veh. Accident-Auto
1/29/2006,Esterillos Este Beach -  Parrita -  Puntarenas -  Costa Rica,Drowning-Ocean
2/22/2006,Curridabat -  San Jose -  Costa Rica,Homicide
3/8/2006,Hermosa Beach -  Puntarenas -  Costa Rica,Drowning-Ocean
4/7/2006,Puntarenas -  Costa Rica,Drug-Related
4/12/2006,Puntarenas -  Costa Rica,Suicide
4/27/2006,San Jose -  Costa Rica,Other Accident
4/30/2006,San Jose -  Costa Rica,Suicide
5/14/2006,San Jose -  Costa Rica,Homicide
5/22/2006,Parrita -  Puntarenas -  Costa Rica,Veh. Accident-Auto
6/11/2006,Puntarenas -  Costa Rica,Drowning
6/11/2006,Puntarenas -  Costa Rica,Drowning
7/14/2006,Poas -  Alajuela -  Costa Rica,Suicide
7/15/2006,Esterillos Oeste Beach -  Puntarenas -  Costa Rica,Drowning-Ocean
7/21/2006,San Jose -  Costa Rica,Other Accident
9/10/2006,Cartago -  Costa Rica,Veh. Accident-Auto
9/10/2006,Cartago -  Costa Rica,Veh. Accident-Auto
9/21/2006,San Jose -  Costa Rica,Homicide
11/3/2006,San Jose -  Costa Rica,Suicide
1/9/2007,San Jose -  Costa Rica,Other Accident
1/12/2007,Montezuma Beach -  Cobano -  Puntarenas -  Costa Rica,Drowning - Ocean
1/12/2007,Montezuma Beach -  Puntarenas -  Costa Rica,Drowning - Ocean
1/14/2007,Bejuco Beach -  Parrita -  Puntarenas -  Costa Rica,Drowning - Ocean
1/28/2007,San Jose -  Costa Rica,Veh. Accident-Auto
2/7/2007,Punta Uva Beach -  Talamanca -  Limon -  Costa Rica,Drowning - Ocean
2/27/2007,Guanacaste -  Costa Rica,Veh. Accident
2/27/2007,Playas Del Coco -  Guanacaste -  Costa Rica,Other Accident
3/15/2007,El Carmen De Guadalupe -  San Jose -  Costa Rica,Homicide
3/15/2007,Playa Grande -  Guanacaste -  Costa Rica,Drowning - Ocean
3/15/2007,Playa Grande -  Santa Cruz -  Guanacaste -  Costa Rica,Drowning - Ocean
3/23/2007,Cobano Puntarenas -  Costa Rica,Suicide
3/24/2007,Puntarenas -  Costa Rica,Suicide
5/26/2007,San Jose -  Costa Rica,Veh. Accident-Auto
6/7/2007,Colorado River Mouth -  Pococi -  Limon -  Costa Rica,Drowning - River
6/18/2007,Guanacaste -  Costa Rica,Other Accident
7/6/2007,Baru Beach -  Quepos -  Aguirre,Drowning
8/2/2007,Tres Rios De Coronadp -  Osa -  Puntarenas -  Costa Rica,Veh. Accid-Auto
8/3/2007,Huacas De Santa Cruz -  Guanacaste -  Costa Rica,Veh. Accid-Auto
10/24/2007,Cahuita -  Limon -  Costa Rica,Drowning
10/28/2007,San Jose -  Costa Rica,Homicide
1/5/2008,Quepos -  Puntarenas -  Costa Rica,Other Accident
1/10/2008,Heredia -  Costa Rica,Veh. Accid-Motorcy.
1/11/2008,Tamarindo Beach -  Santa Cruz -  Guanacaste -  Costa Rica,Drowning-Beach
1/12/2008,Liberia -  Guanacaste -  Costa Rica,Suicide
2/2/2008,Manuel Antonia Beach -  Quepos -  Puntarenas -  Costa Rica,Drowning-Beach
2/5/2008,San Jose -  Costa Rica,Veh. Accid-Motorcy.
2/7/2008,Cahuita Beach -  Limon -  Costa Rica,Drowning-Beach
2/11/2008,Santa Cruz -  Guanacaste -  Costa Rica,Drug-Related
2/13/2008,Cocles Beach -  Cahuita -  Limon -  Costa Rica,Drowning-Beach
2/29/2008,San Jose -  Costa Rica,Suicide
3/1/2008,Cocles -  Talamanca -  Limon -  Costa Rica,Drowning-Beach
5/4/2008,Arenal Lake -  Tilaran -  Guanacaste -  Costa Rica,Drowning-Lake
5/31/2008,Jaco - puntarenas -  Costa Rica,Suicide
6/12/2008,Estero Beach -  Limon -  Costa Rica,Drowning-Beach
6/20/2008,Puntarenas -  Costa Rica,Suicide
7/4/2008,Osa Puntarenas -  Costa Rica,Drowning
7/21/2008,Puerto Viejo -  Limon -  Costa Rica,Drowning
7/31/2008,Aguirre -  Puntarenas -  Costa Rica,Drowning
8/7/2008,Escazu -  San Jose -  Costa Rica,Veh. Accid-Auto
8/14/2008,Guapiles -  Limon -  Costa Rica,Suicide
8/27/2008,Puntarenas -  Costa Rica,Drowning
9/1/2008,San Jose -  Costa Rica,Homicide
9/6/2008,San Jose -  Costa Rica,Homicide
9/17/2008,Guanacaste -  Costa Rica,Veh. Accid-Motorcy.
9/24/2008,Esparza -  Puntarenas -  Costa Rica,Homicide
12/24/2008,Limon -  Costa Rica,Drowning
1/5/2009,San Carlos -  Alajuela -  Costa Rica,Other Accident
1/31/2009,San Jose -  Costa Rica,Suicide
2/10/2009,San Jose -  Costa Rica,Veh. Accid-Motorcy.
2/17/2009,Parrita -  Puntarenas -  Puntarenas -  Costa Rica,Homicide
2/26/2009,San Jose -  Costa Rica,Veh. Accid-Auto
3/9/2009,Puerto Viejo -  Limon -  Costa Rica,Drowning
3/20/2009,Puntarenas -  Costa Rica,Veh. Accid-Motorcy.
3/24/2009,Osa -  Puntarenas -  Costa Rica,Veh. Accid-Auto
4/16/2009,Quepos -  Puntarenas -  Costa Rica,Other Accident
5/2/2009,San Jose -  Costa Rica,Suicide
5/4/2009,Montezuma -  Cobano -  Puntarenas -  Costa Rica,Other Accident
5/7/2009,Quepos -  Puntarenas -  Costa Rica,Drowning
5/10/2009,Cuajiniquil -  Santa Cruz -  Guanacaste -  Costa Rica,Drowning
5/16/2009,Puntarenas -  Costa Rica,Drowning
5/25/2009,Puerto Viejo -  Heredia -  Costa Rica,Veh. Accid-Motorcy.
5/27/2009,Liberia -  Guanacaste -  Costa Rica,Veh. Accid-Motorcy.
7/5/2009,Santa Cruz - Guanacaste -  Costa Rica,Drowning
7/13/2009,Cabo Vela Flamingo - Guanacaste -  Costa Rica,Veh. Accid-Other
8/3/2009,San Jose -  Costa Rica,Veh. Accid-Auto
8/7/2009,Osa - Puntarenas -  Costa Rica,Drowning
8/13/2009,Puntarenas - Puntarenas -  Costa Rica,Suicide
8/25/2009,Cartago - Cartago -  Costa Rica,Veh. Accid-Auto
8/26/2009,San Ramon - Alajuela -  Costa Rica,Suicide
9/6/2009,San Jose - San Jose -  Costa Rica,Drug-Related
9/20/2009,Liberia - Guanacaste -  Costa Rica,Veh. Accid-Motorcy.
9/23/2009,San Jose -  Costa Rica,Other Accident
10/4/2009,Parrita - Puntarenas -  Costa Rica,Drowning
10/4/2009,Parrita - Puntarenas -  Costa Rica,Drowning
10/15/2009,Cahuita - Limon -  Costa Rica,Drowning
10/21/2009,San Jose -  Costa Rica,Homicide
10/21/2009,San Jose -  Costa Rica,Homicide
11/12/2009,Santa Cruz - Guanacaste -  Costa Rica,Drowning
12/2/2009,Osa - Puntarenas -  Costa Rica,Drowning
12/26/2009,Liberia - Guanacaste -  Costa Rica,Veh. Accid-Motorcy.
1/1/2010,Santa Cruz - Guanacaste -  Costa Rica,Homicide
1/5/2010,Quepos - Puntarenas -  Costa Rica,Suicide
1/11/2010,Belen  - Heredia -  Costa Rica,Drug-Related
1/12/2010,San Rafael - Heredia -  Costa Rica,Suicide
2/16/2010,Grecia - Alajuela -  Costa Rica,Homicide
2/18/2010,Turrucares - Alajuela -  Costa Rica,Veh. Accid-Auto
2/25/2010,Tibas - San Jose -  Costa Rica,Suicide
2/26/2010,Costa Rica,Suicide
3/5/2010,Puntarenas - Costa rica,Homicide
3/10/2010,Quepos - Puntarenas -  Costa Rica,Drug-Related
3/12/2010, Sarapiqui - Heredia -  Costa Rica,Veh. Accid-Other
3/13/2010, - Quepos - Puntarenas -  Costa Rica,Other Accident
3/24/2010, - Puerto Viejo - Limon -  Costa Rica,Drowning
4/6/2010,Quepos - Puntarenas -  Costa Rica,Drowning
5/9/2010,Costa Rica,Drug-Related
5/13/2010,Guanacaste -  Costa Rica,Veh. Accid-Auto
5/26/2010,San Carlos - Alajuela -  Costa Rica,Suicide
7/10/2010,Golfito -  Puntarenas -  Costa Rica,Suicide
8/6/2010,San Jose -  Costa Rica,Veh. Accid-Auto
8/14/2010,San Jose -  Costa Rica,Drug-Related
8/31/2010,San Jose -  Costa Rica,Suicide
9/1/2010,San Vito de Coto Brus -  Puntarenas -  Costa Rica,Drowning
9/9/2010,Puerto Viejo -  Limon -  Costa Rica,Homicide
9/12/2010,Osa - Puntarenas -  Costa Rica,Veh. Accid-Auto
9/15/2010,San Jose -  San Jose -  Costa Rica,Drug-Related
9/23/2010, Jaco Beach -  Puntarenas -  Costa Rica,Homicide
9/23/2010,Jaco -  Puntarenas -  Costa Rica,Homicide
9/24/2010,Osa -  Puntarenas -  Costa Rica,Other Accident
10/21/2010,Paquera -  Puntarenas -  Costa Rica,Suicide
10/21/2010,Santa Cruz -  Guanacaste -  Costa Rica,Drug-Related
12/5/2010, San Carlos -  Alajuela -  Costa Rica,Drowning
12/11/2010,San Jose -  Costa Rica,Veh. Accid-Other
12/14/2010,Jaco - Puntarenas -  Costa Rica,Veh. Accid-Other
1/4/2011,Playa Pinuela -  Osa -  Puntarenas -  Costa Rica,Drowning
2/27/2011,Heredia -  Heredia -  Costa Rica,Drug-Related
3/27/2011,Bello Horizonte Escazu -  San Jose -  Costa Rica,Suicide
4/11/2011,La Uruca -  San Jose -  Costa Rica,Suicide
4/19/2011,La Uruca -  San Jose -  Costa Rica,Drug-Related
5/1/2011,At Home In Jaco -  Puntarenas -  Costa Rica,Homicide
5/4/2011,Bejuco Beach -  Parrita -  Puntarenas -  Costa Rica,Drowning
5/4/2011,Bejuco Beach -  Parrita -  Puntarenas -  Costa Rica,Drowning
5/4/2011,Playa Bejuco -  Quepos -  Puntarenas -  Costa Rica,Drowning
5/14/2011,Jaco -  Puntarenas -  Costa Rica,Homicide
5/18/2011,Sarchi -  Grecia - Alajuela -  Costa Rica,Suicide
5/21/2011,San Jose -  San Jose -  Costa Rica,Suicide
6/2/2011,La Fortuna -  Alajuela -  Costa Rica,Homicide
6/17/2011,Parrita -  Puntarenas -  Costa Rica,Drowning
7/5/2011,Nicoya -  Guanacaste -  Costa Rica,Drowning
7/14/2011,Puntarenas -  Costa Rica,Other Accident
7/15/2011,San Jose -  Costa Rica,Veh. Accid-Auto
7/16/2011,San Jose -  Costa Rica,Drug-Related
7/19/2011,Golfito -  Puntarenas -  Costa Rica,Homicide
7/19/2011,San Jose -  Costa Rica,Homicide
8/7/2011,Jaco -  Puntarenas -  Costa Rica,Drug-Related
8/15/2011,Jaco -  Puntarenas -  Costa Rica,Other Accident
9/19/2011,Cobano -  Putarenas -  Costa Rica,Drowning
10/28/2011,Santa Cruz -  Guansacaste -  Costa Rica,Drowning
11/3/2011,San Jose -  Costa Rica,Homicide
12/11/2011,Cahuita -  Limon -  Costa Rica,Suicide
12/25/2011,Golfito -  Puntarenas -  Costa Rica,Drowning
1/2/2012,Goicoechea -  San Jose -  Costa Rica,Drug-Related
1/27/2012,Escazu -  San Jose -  Costa Rica,Vehicle Accident - Auto
2/16/2012,Miramar -  Puntarenas -  Costa Rica,Vehicle Accident - Auto
3/23/2012,Grecia -  Alajuela -  Costa Rica,Suicide
3/30/2012,Talamanca -  Limon -  Costa Rica,Homicide
4/20/2012,Puntarenas -  Costa Rica,Suicide
4/20/2012,San Jose -  Costa Rica,Suicide
4/29/2012,Osa -  Puntarenas -  Costa Rica,Drowning
5/17/2012, Jaco -  Costa Rica,Vehicle Accident - Auto
6/2/2012, Baru -  Costa Rica,Vehicle Accident - Auto
7/2/2012,Puntarenas -  Costa Rica,Vehicle Accident - Motorcycle
7/25/2012,Santa Cruz -  Guanacaste -  Costa Rica,Drowning
7/30/2012,La Cruz -  Guanacaste -  Costa Rica,Suicide
8/11/2012,San Ramon -  Alajuela -  Costa Rica,Homicide
10/18/2012,Rio Segundo -  Alajuela -  Costa Rica,Vehicle Accident - Motorcycle
11/22/2012,Manuel Antonio -  Puntarenas -  Costa Rica,Other Accident
12/7/2012,San Jose -  Costa Rica,Other Accident
12/15/2012,Concepción de San Isidro -  Heredia -  Costa Rica,Homicide
12/17/2012,Quepos -  Puntarenas -  Costa Rica,Drowning
12/20/2012,Grecia -  Alajuela -  Costa Rica,Vehicle Accident - Auto
12/22/2012,Santa Ana -  San Jose -  Costa Rica,Suicide
1/4/2013,Cobano -  Puntarenas -  Costa Rica,Drowning
1/5/2013,Quepos -  Puntarenas -  Costa Rica,Drug-Related
1/15/2013,Santa Cruz -  Guanacaste -  Costa Rica,Drowning
2/7/2013,Pococi -  Limon -  Costa Rica,Drowning
2/22/2013,Liberia -  Guanacaste -  Costa Rica,Veh. Accid-Auto
2/28/2013,Osa -  Puntarenas -  Costa Rica,Drowning
3/20/2013,Santa Cruz -  Guanacaste -  Costa Rica,Other Accident
4/5/2013,San Jose -  Costa Rica,Other Accident
4/10/2013,San Jose -  Costa Rica,Other Accident
4/15/2013,San Jose -  Costa Rica,Homicide
4/25/2013,Aguirre -  Puntarenas -  Costa Rica,Drowning
5/7/2013,San Jose -  Costa Rica,Homicide
7/10/2013,Aguirre -  Puntarenas -  Costa Rica,Drowning
7/10/2013,Aguirre -  Puntarenas -  Costa Rica,Drowning
7/31/2013,Parrita -  Puntarenas -  Costa Rica,Drowning
8/3/2013,Grecia -  Alajuela -  Costa Rica,Drowning
8/4/2013,Jaco -  Puntarenas -  Costa Rica,Drowning
8/4/2013,San Jose -  Costa Rica,Other Accident
8/7/2013,Santa Cruz -  Guanacaste -  Costa Rica,Drowning
10/2/2013,San Jose -  Costa Rica,Suicide
10/18/2013,Liberia -  Guanacaste -  Costa Rica,Other Accident
11/15/2013,Paquera -  Puntarenas -  Costa Rica,Suicide
11/29/2013,San Jose -  Costa Rica,Veh. Accid-Other
12/22/2013,Brasilito -  Costa Rica,Homicide
12/22/2013,Liberia -  Guanacaste -  Costa Rica,Veh. Accid-Auto
1/16/2014, Jaco - Puntarenas,Suicide
1/18/2014, Abangares - Guanacaste,Other Accident
2/9/2014,San Ramon - Alajuela,Homicide
3/14/2014,Cobano - Puntarenas,Drowning
3/28/2014,Parrita - Puntarenas,Drowning
3/29/2014,Quepos - Puntarenas,Suicide
4/10/2014,Dominical - Puntarenas,Suicide
4/10/2014,Manzanillo - Puntarenas,Suicide
6/11/2014,Osa - Puntarenas,Veh. Accid-Auto
7/4/2014,Santa Cruz - Guanacaste,Drowning
7/21/2014,Santa Cruz - Guancaste,Drowning
7/23/2014,San Vito De Coto Brus - Puntarenas,Homicide
8/3/2014,Santa Cruz - Guanacaste,Drowning
8/17/2014,Carrillo - Guanacaste,Drowning
9/19/2014,Santa Cruz - Guanacaste,Drowning
9/24/2014,Jaco -  Garabito - Puntarenas,Suicide
10/4/2014,Carrillo - Guanacaste,Drowning
11/5/2014,Garabito - Puntarenas,Suicide
11/17/2014,Garabito - Puntarenas,Veh. Accid-Auto
11/22/2014,Aguirre - Puntarenas,Drowning
1/6/2015,Escazu -  San Jose,Veh. Accid-Pedestr.
1/8/2015,Jaco -  Garabito -  Puntarenas,Drowning
1/9/2015,Quepos - Puntarenas,Veh. Accid-Auto
1/29/2015,La Virgen De Sarapiqui - Heredia,Drowning
2/2/2015,Tempate - Santa Cruz - Guanacaste,Drug-Related
2/5/2015,Garabito - Puntarenas,Drowning
2/12/2015,San Francisco - Heredia,Other Accident
2/27/2015,Liberia - Guanacaste,Drowning
3/3/2015,Tarcoles -  Garabito - Puntarenas,Veh. Accid-Auto
3/8/2015,Cahuita -  Talamanca - Limon,Drowning
3/22/2015,Jaco - Garabito - Puntarenas,Drowning
4/3/2015,Uvita - Bahia Ballena -  Osa - Puntarenas,Veh. Accid-Auto
4/13/2015,Puntarenas,Drowning
5/2/2015,San Rafael - Escazu - San Jose,Veh. Accid-Motorcy.
5/6/2015,Pavas - San Jose,Suicide
5/9/2015,San Pedro - Montes De Oca - San Jose,Suicide
6/6/2015,Jaco -  Garabito - Puntarenas,Drowning
6/19/2015,Playa Potrero -  Santa Cruz -  Guanacaste,Other Accident
6/19/2015,Santa Teresa Beach -  Cobano -  Puntarenas,Drowning
6/27/2015,Cabo Vela -  Santa Cruz -  Guanacaste,Drowning
7/14/2015,Alajuela,Suicide
8/13/2015,Jaco,Maritime Accident
8/19/2015,San Jose,Homicide
8/20/2015,Siquirres,Maritime Accident
9/2/2015,Garabito,Homicide
9/6/2015,Garabito,Drowning
9/6/2015,Garabito,Drowning
10/14/2015,Puntarenas,Drowning
10/19/2015,Guanacaste,Drowning
11/12/2015,Garabito,Veh. Accid-Motorcy.
11/13/2015,San Jose,Veh. Accid-Motorcy.
12/9/2015,San Jose,Homicide
12/11/2015,Cabo Vela,Drowning
12/22/2015,Guanacaste,Drowning
1/4/2016,Puntarenas,Drowning
1/9/2016,Esparza,Veh. Accid-Motorcy.
1/9/2016,Puntarenas,Veh. Accid-Other
1/16/2016,San Pablo,Homicide
1/19/2016,Aguirre,Drowning
2/1/2016,Osa,Other Accident
2/4/2016,San Jose,Other Accident
2/14/2016,Huacas,Homicide
3/5/2016,Bahia Ballena,Drowning
3/28/2016,Esterillos Beach,Drowning
3/31/2016,Nosara,Drowning
4/2/2016,Santa Cruz,Drowning
4/5/2016,San Jose,Other Accident
4/6/2016,Aguirre,Drowning
5/8/2016,San Jose,Drug-Related
5/29/2016,Tilaran,Suicide
6/20/2016,Puerto Viejo -  Heredia,Drowning
7/14/2016,Pavas -  San Jose,Veh. Accid-Auto
7/14/2016,Puntarenas -  Puntarenas,Veh. Accid-Auto
7/16/2016,Puntarenas -  Puntarenas,Drowning
