Date,City,Country,Cause of Death
9/13/2011,Dangriga -  Belize,Belize,Veh. Accid-Auto
10/27/2011,Belize City -  Belize,Belize,Drowning
11/10/2011,Belmopan -  Belize,Belize,Homicide
4/3/2012,San Pedro -  Belize,Belize,Drowning
5/23/2012,San Pedro -  Belize,Belize,Suicide
5/31/2012,Belize City -  Belize,Belize,Drowning
7/9/2012,Belize City -  Belize ,Belize,Maritime Accident
7/27/2012,Stann Creek -  Belize,Belize,Suicide
10/21/2012,San Pedro Town -  Belize,Belize,Drowning
10/23/2012,Belize City -  Belize,Belize,Homicide
10/24/2012,Belize City -  Belize,Belize,Homicide
11/11/2012,Belize City -  Belize,Belize,Homicide
11/25/2012,Ladyville -  Belize,Belize,Homicide
1/25/2013,Corozal -  Belize,Belize,Suicide
3/25/2013,Corozal -  Belize,Belize,Suicide
5/1/2013,Belize City - Belize,Belize,Drowning
5/18/2013,Corozal -  Belize,Belize,Veh. Accid-Motorcy.
7/2/2013,Belmopan City -  Belize,Belize,Veh. Accid-Auto
8/14/2013,Belize City -  Belize,Belize,Suicide
8/17/2013,Belize City -  Belize,Belize,Other Accident
9/28/2013,Belmopan City -  Cayo District -  Belize,Belize,Homicide
12/10/2013,Belize City -  Belize,Belize,Drowning
12/11/2013,Corozal -  Belize,Belize,Other Accident
3/26/2014,Corozal District,Belize,Homicide
5/27/2014,San Pedro,Belize,Suicide
6/26/2014,Belize City,Belize,Drowning
8/11/2014,Caye Caulker Village - Belize District,Belize,Drowning
2/17/2015,Belmopan City,Belize,Veh. Accid-Auto
3/10/2015,Half Moon Caye -  Belize District,Belize,Drowning
4/21/2015,Caye Caulker Village -  Belize,Belize,Drowning
5/4/2015,Placencia Village -  Stann Creek District,Belize,Drowning
5/15/2015,Cayo District,Belize,Homicide
6/26/2015,Belize City,Belize,Drowning
8/10/2015,San Pedro Town -  San Pedro,Belize,Drowning
8/11/2015,Corozal Town,Belize,Drowning
8/15/2015,Cayo District,Belize,Veh. Accid-Auto
9/7/2015,Corozal Town,Belize,Homicide
10/23/2015,San Pedro,Belize,Homicide
11/17/2015,Caye Caulker,Belize,Drowning
12/26/2015,San Pedro,Belize,Veh. Accid-Auto
1/7/2016,Belize City,Belize,Drowning
1/14/2016,Cayo,Belize,Homicide
2/1/2016,San Pedro,Belize,Drowning
2/14/2016,Belize City,Belize,Drowning
2/15/2016,Belize City,Belize,Homicide
2/27/2016,Dangriga,Belize,Drowning
3/14/2016,Punta Gorda,Belize,Other Accident
7/9/2016,San Pedro -  Belize,Belize,Drowning
12/24/2016,Dangriga -  Stann Creek,Belize,Drowning
3/1/2017,Belize,Belize,Drowning
3/8/2017,Dangriga,Belize,Drowning
3/14/2017,Stann Creek District,Belize,Drowning
4/2/2017,Stann Creek District,Belize,Veh. Accid-Auto
5/1/2017,Corozal District,Belize,Homicide
7/3/2017,San Pedro -  Ambergris Caye,Belize,Homicide
7/15/2017,Dangriga -  Stann Creek,Belize,Veh. Accid-Motorcy.
8/3/2017,Belmopan City -  Cayo,Belize,Veh. Accid-Pedestr.
10/5/2017,Belize City -  Belize,Belize,Suicide
11/4/2017,Dangriga -  Stann Creek,Belize,Drowning
11/16/2017,Belmopan City -  Cayo,Belize,Drowning
12/23/2017,Placencia Village -  Stann Creek,Belize,Homicide
2/26/2018,Caye Caulker -  Belize,Belize,Suicide
3/15/2018,Belize City -  Belize,Belize,Drowning
5/13/2018,At sea -  Stann Creek District,Belize,Drowning
5/13/2018,San Pedro Town -  San Pedro,Belize,Homicide
9/1/2018,Ladyville,Belize,Homicide
12/5/2018,Belize City,Belize,Veh. Accid-Auto
2/6/2019,Independence Village -  Belize,Belize,Other Accident
2/13/2019,Orange Walk -  Belize,Belize,Homicide
2/17/2019,Orange Walk -  Belize,Belize,Veh. Accid-Motorcy.
4/28/2019,San Pedro -  Belize,Belize,Drowning
6/23/2019,San Pedro -  Belize,Belize,Homicide
3/12/2009,Badjoude -  Badjoude -  Benin,Benin,Homicide
4/15/2013,Cotonou -  Benin,Benin,Other Accident
10/5/2014,Togbin plage - Cotonou,Benin,Drowning
1/26/2003,Paget -  Bermuda,Bermuda,Drug-Related
7/26/2003,Paget -  Bermuda,Bermuda,Veh. Accident-Motorcycle
10/2/2004,¬†paget -  Bermuda,Bermuda,Veh. Accident-Motorcycle
3/24/2008,Paget -  Bermuda,Bermuda,Veh. Accid-Motorcy.
4/12/2008,Paget -  Bermuda,Bermuda,Veh. Accid-Motorcy.
7/31/2008,Paget -  Bermuda,Bermuda,Drowning
8/20/2009,Paget -  Bermuda,Bermuda,Drowning
11/17/2009,Paget -  Bermuda,Bermuda,Veh. Accid-Motorcy.
5/8/2011,Paget -  Bermuda,Bermuda,Veh. Accid-Other
9/18/2011,Paget -  Bermuda,Bermuda,Drowning
10/25/2011,Paget -  Bermuda,Bermuda,Drowning
10/25/2011,Paget -  Bermuda,Bermuda,Veh. Accid-Motorcy.
2/5/2012,Paget -  Bermuda,Bermuda,Vehicle Accident - Motorcycle
7/7/2012,Paget -  Bermuda,Bermuda,Vehicle Accident - Motorcycle
8/5/2012,Paget -  Bermuda,Bermuda,Vehicle Accident - Pedestrian
8/7/2013,Paget -  Bermuda,Bermuda,Veh. Accid-Motorcy.
12/11/2013,Paget -  Bermuda,Bermuda,Drowning
5/22/2014,Paget,Bermuda,Veh. Accid-Motorcy.
9/18/2014,Paget,Bermuda,Drowning
1/5/2015,Paget,Bermuda,Veh. Accid-Motorcy.
5/20/2015,  Paget,Bermuda,Drowning
9/16/2015,Bermuda,Bermuda,Drowning
5/11/2017,Paget,Bermuda,Veh. Accid-Motorcy.
6/19/2017,Paget,Bermuda,Veh. Accid-Motorcy.
3/19/2018,North Shore Village -  Devonshire,Bermuda,Other Accident
6/4/2018,Hamilton -  Paget Parish,Bermuda,Drowning
6/7/2018,Hamilton -  Paget Parish,Bermuda,Drowning
7/27/2018,Paget Parish,Bermuda,Homicide
10/23/2002,Ascencion-guarayos -  Santa Cruz -  Bolivia,Bolivia,Homicide
11/25/2002,San Marcos -  Potosi -  Bolivia,Bolivia,Veh. Accident-Bus
6/7/2003,Mount Illimani -  La Paz -  Bolivia,Bolivia,Other Accident
6/7/2003,Mount Illimani -  La Paz -  Bolivia,Bolivia,Other Accident
7/3/2003,Mount Illimani -  La Paz -  Bolivia,Bolivia,Other Accident
12/9/2003,Pando -  Bolivia,Bolivia,Air Accident
3/19/2004,Bermejo -  Santa Cruz -  Boliviz,Bolivia,Veh. Accident-Bus
5/12/2004,El Alto -  La Paz -  Bolivia,Bolivia,Veh. Accident-Pedestrian
6/24/2004,Cochabamba -  Bolivia,Bolivia,Veh. Accident-Auto
6/24/2004,Cochabamba -  Bolivia,Bolivia,Veh. Accident-Auto
9/24/2004,Beni -  Bolivia,Bolivia,Veh. Accident-Auto
10/10/2004,Santa Cruz -  Bolivia,Bolivia,Drowning
1/7/2005,La Paz -  Bolivia,Bolivia,Veh. Accident-Bus
2/21/2005,Cochabamba -  Bolivia,Bolivia,Other Accident
8/13/2006,Cochabamba -  Bolivia,Bolivia,Drowning
8/24/2006,Alto Irpavi - la Paz -  Bolivia,Bolivia,Other Accident
4/19/2008,Carretera A Yolosa -  La Paz -  Bolivia,Bolivia,Veh. Accid-Other
10/21/2009,Cochabamba -  Bolivia,Bolivia,Suicide
12/11/2009,Cochabamba -  Bolivia,Bolivia,Other Accident
9/26/2010,Santa Cruz,Bolivia,Other Accident
1/24/2011,Cochabamba -  Bolivia,Bolivia,Other Accident-
4/10/2011,Obrajes -  La Paz -  Bolivia,Bolivia,Other Accident
1/7/2013,Oruro -  Bolivia,Bolivia,Veh. Accid-Auto
4/24/2013,Sucre -  Bolivia,Bolivia,Other Accident
10/9/2013,Oruro -  Bolivia,Bolivia,Veh. Accid-Bus
1/15/2015,Tuna -  Chiquitos -  Santa Cruz,Bolivia,Veh. Accid-Auto
8/3/2015,La Paz,Bolivia,Veh. Accid-Auto
11/5/2015,La Paz,Bolivia,Other Accident
11/5/2015,La Paz,Bolivia,Other Accident
3/29/2017,La Paz,Bolivia,Other Accident
4/29/2018,Santa Cruz de La Sierra -  Santa Cruz,Bolivia,Drug-Related
10/26/2005,Lukavac -  Bosnia-herzegovina,Bosnia-Herzegovina,Homicide
11/18/2007,Tuzla -  Bosnia-herzegovina,Bosnia-Herzegovina,Other Accident
6/26/2010,Sokolac -  Bosnia - Herzegovina,Bosnia-Herzegovina,Veh. Accid-Auto
7/4/2010,Sarajevo -  Bosnia-Herzegovina,Bosnia-Herzegovina,Veh. Accid-Motorcy.
2/1/2012,Sarajevo -  Bosnia-Herzegovina,Bosnia-Herzegovina,Suicide
6/19/2012,Zivince -  Bosnia-Herzegovina,Bosnia-Herzegovina,Homicide
2/5/2013,Prijedor -  Bosnia,Bosnia-Herzegovina,Drowning
8/15/2013,Sarajevo -  Bosnia-Herzegovina,Bosnia-Herzegovina,Veh. Accid-Auto
6/16/2015,Sarajevo,Bosnia-Herzegovina,Suicide
7/18/2016,Zenica -  Zenica-Doboj,Bosnia-Herzegovina,Veh. Accid-Auto
8/4/2016,Sarajevo,Bosnia-Herzegovina,Veh. Accid-Auto
7/1/2007,A1 Road -  Near Dikabeya Land -  Palapye -  Palapye,Botswana,Veh. Accid-Auto
5/30/2008,Gaborone -  Botswana,Botswana,Veh. Accid
3/11/2015,Disaneng Ward -  Maun -  Ngamiland District,Botswana,Suicide
11/14/2017,Okavango Delta - Ngamiland ,Botswana,Other Accident
11/30/2017,Gaborone,Botswana,Veh. Accid-Motorcy.
11/21/2002,Brasilia -  Brazil,Brazil,Drowning
3/9/2003,Sao Paulo -  Brazil,Brazil,Other Accident
4/22/2003,Caxeta-campos De Goytacazes -  Rio De Janeiro -  Brazil,Brazil,Veh. Accident-Bus
4/30/2003,Santa Etelvina -  Manaus -  Brazil,Brazil,Homicide
5/3/2003,Sao Paulo -  Brazil,Brazil,Natural Disaster
5/7/2003,Rio De Janeiro -  Brazil,Brazil,Veh. Accident-Auto
5/8/2003,Leblon -  Rio De Janeiro -  Brazil,Brazil,Suicide
6/13/2003,Aquiraz -  Ceara -  Brazil,Brazil,Drowning
6/22/2003,Costeira Tijucupava -  Pereque -  Guaruja -  Brazil,Brazil,Other Accident
7/10/2003,Br 418 -  Km 91 -  Carlos Chagas -  Minas Gerais -  Brazil,Brazil,Veh. Accident-Auto
7/10/2003,Br 418 -  Km 91 -  Carlos Chagas -  Minas Gerais -  Brazil,Brazil,Veh. Accident-Auto
7/10/2003,Br 418 -  Km 91 -  Carlos Chagas -  Minas Gerais -  Brazil,Brazil,Veh. Accident-Auto
9/13/2003,Rodovia Br 101 Km 459 -  Paraty -  Sao Paulo -  Brazil,Brazil,Veh. Accident-Auto
11/14/2003,Copacabana -  Rio De Janeiro -  Brazil,Brazil,Veh. Accident-Auto
11/22/2003,Praia De Pipa -  Tibau Do Sul -  Rio Grande Do Norte -  Brazil,Brazil,Drowning
11/26/2003,Rio-santos Road -  Paraty -  Rio De Janeiro -  Brazil,Brazil,Veh.Accident-Bus
11/30/2003,Rua Cesar Mendonca 210 -  Barra Da Tijuca -  Rio De Janeiro -  Brazil,Brazil,Homicide
12/4/2003,Rio De Janeiro -  Brazil,Brazil,Homicide
12/31/2003,Rodovia Br-381 Km 53 In Central De Minas -  Mg -  Brazil,Brazil,Veh. Accident-Auto
3/27/2004,Tibau Do Sul -  Rn -  Brazil,Brazil,Homicide
4/8/2004,Sao Paulo -  Sp -  Brazil,Brazil,Homicide
4/25/2004,Angra Dos Reis -  Rio De Janeiro -  Brazil,Brazil,Veh. Accident-Auto
7/24/2004,Rio Das Ostras -  Rio De Janeiro -  Brazil,Brazil,Drowning
8/9/2004,Rio De Janeiro -  Brazil,Brazil,Drowning
1/7/2005,Barra De Sao Miguel -  Alagoas -  Brazil,Brazil,Other Accident
1/10/2005,Br 204 Road -  Km 79 -  Between Azu And Mossoro -  Rn Brazil,Brazil,Veh. Accident-Auto
2/10/2005,Estrada De Ponta Negra -  Manaus -  Brazil,Brazil,Veh. Accident-Auto
2/12/2005,Municipio De Anapu -  Para -  Brazil,Brazil,Homicide
4/12/2005,Casa De Saude Campinas Campinas -  Sao Paulo -  Brazil,Brazil,Other Accident
5/13/2005,Rua Da Igualdade -  59 Itacuruca -  Rj -  Brazil,Brazil,Drowning
5/17/2005,Jaburuna -  Vila Velha -  Es -  Brazil,Brazil,Drowning
1/17/2006,Shin Qi 03 Conjunto 06 Casa 12 Lago Norte -  Brasilia -  Brazil,Brazil,Other Accident
2/18/2006,Sao Paulo -  Sp -  Brazil,Brazil,Veh. Accident-Pedestrian
2/23/2006,Rio De Janeiro -  Rj -  Brazil,Brazil,Veh. Accident-Other
2/28/2006,Praia De Juquehy -  Maresias -  Sao Sebastiao -  Sp -  Brazil,Brazil,Drowning
5/5/2006,Av. Orion S/n -  Barueri -  Sp -  Brazil,Brazil,Veh. Accident-Auto
5/31/2006,Anapolis -  Go -  Brazil,Brazil,Veh. Accident-Auto
7/8/2006,Santa Cruz Do Sul -  Rs -  Brazil,Brazil,Veh. Accident-Auto
7/25/2006,Municipality Of Cristalina -  Goias -  Brazil,Brazil,Veh. Accident-Auto
7/31/2006,Guarapari -  Espirito Santo -  Brazil,Brazil,Veh. Accident-Auto
8/17/2006,Goiania -  Go -  Brazil,Brazil,Suicide
9/29/2006,Near Peixoto De Azevdo Mt -  Brazil,Brazil,Air Accident
1/10/2007,Road Br 116 -  Serrinha -  Bahia -  Brazil,Brazil,Veh. Accident-Auto
2/6/2007,Florianopolis -  Santa Catarina -  Brazil,Brazil,Suicide
5/25/2007,¬†city Of Rio De Janeiro -  Rio De Janeiro -  Brazil,Brazil,Homicide
7/17/2007,Sao Paulo -  Sp -  Brazil,Brazil,Air Accident
10/11/2007,Porto Seguro -  Bahia -  Brazil,Brazil,Homicide
12/26/2007,Br 101 -  Bairro Pinheira -  Palhoca -  Santa Catarina -  Brazil,Brazil,Veh. Accid-Auto
1/21/2008,Rio Grande De Norte -  Brazil,Brazil,Homicide
2/26/2008,Santa Catarina -  Brazil,Brazil,Suicide
4/21/2008,Salvador -  Bahia -  Brazil,Brazil,Veh. Accid-Auto
5/7/2008,Caldas Novas -  Goias -  Brazil,Brazil,Other Accident
6/28/2008,Rio De Janeiro -  Rj -  Brazil,Brazil,Homicide
7/6/2008,Governador Valadares - mg -  Brazil,Brazil,Veh. Accid-Auto
7/27/2008,Rio De Janeiro -  Brazil,Brazil,Suicide
12/31/2008,Paraty -  Rio De Janiero -  Brazil,Brazil,Other Accident
2/10/2009,Gracas -  Recife -  Pe -  Brazil,Brazil,Suicide
4/13/2009,Floriano -  Santa Catarina -  Brazil,Brazil,Homicide
8/18/2009,Rio De Janeiro - Rio De Janeiro -  Brazil,Brazil,Veh. Accid-Auto
10/20/2009,Jijoca de Jericoacoara - Ceara -  Brazil,Brazil,Drowning
12/11/2009,Rio De Janeiro - Rio De Janeiro -  Brazil,Brazil,Suicide
12/26/2009,Manaus - Amazonas -  Brazil,Brazil,Other Accident
3/5/2010,Sao Paulo -  Brazil,Brazil,Veh. Accid-Auto
4/5/2010,Sao Luis - Maranhao -  Brazil,Brazil,Drug-Related
5/17/2010,Rio De Janeiro - Brazil,Brazil,Maritime Accident
7/11/2010,Sao Paulo -  Brazil,Brazil,Disaster
7/12/2010,Rio De Janeiro -  Brazil,Brazil,Suicide
10/16/2010,Rio De Janeiro -  Brazil,Brazil,Suicide
12/6/2010,Santa Catarina -  Brazil,Brazil,Drug-Related
12/21/2010,Rio De Janeiro -  Brazil,Brazil,Other Accident
12/23/2010,Rio De Janeiro -  Brazil,Brazil,Drug-Related
12/31/2010,Corbelia -  PR -  Brazil,Brazil,Veh. Accid-Auto
1/4/2011,Rio De Janeiro -  Brazil,Brazil,Suicide
3/20/2011,Sao Paulo -  Sao Paulo -  Brazil,Brazil,Suicide
3/25/2011,Rio De Janeiro -  Brazil,Brazil,Veh. Accid-Auto
4/6/2011,Inconfidentes -  MG -  Brazil,Brazil,Air Accident
4/17/2011,Rio De Janeiro -  RJ -  Brazil,Brazil,Drowning
4/25/2011,Nova Lima -  MG -  Brazil,Brazil,Drowning
11/10/2011,Igarassu -  Pernambuco -  Brazil,Brazil,Other Accident
3/30/2012,Juiz De Fora -  Minas Gerais -  Brazil,Brazil,Suicide
7/5/2012,Sao Paulo -  Brazil,Brazil,Suicide
8/23/2012,Uberlandia -  Minas Gerais -  Brazil,Brazil,Homicide
9/9/2012,Foz do Iguacu -  Parana -  Brazil,Brazil,Vehicle Accident - Pedestrian
11/21/2012,Santos -  Sao Paulo -  Brazil,Brazil,Suicide
1/13/2013,Rio De Janeiro -  Brazil,Brazil,Suicide
2/20/2013,Rio De Janeiro -  Brazil,Brazil,Homicide
4/11/2013,Rio De Janeiro -  Brazil,Brazil,Suicide
4/13/2013,Ceara -  Brazil,Brazil,Drowning
7/15/2013,Itacare -  Buenos Aires -  Brazil,Brazil,Suicide
7/16/2013,Nova Iguacu -  Rio de Janeiro -  Brazil,Brazil,Veh. Accid-Auto
8/25/2013,Nova Lima -  Minas Gerais -  Brazil,Brazil,Veh. Accid-Auto
9/2/2013,Brasilia -  Brazil,Brazil,Drowning
11/9/2013,Canavieiras Region -  Brazil,Brazil,Suicide
11/23/2013,Paracuru -  Brazil,Brazil,Homicide
7/2/2014,Rio De Janeiro,Brazil,Veh. Accid-Auto
7/8/2014,Jutai - Amazonas,Brazil,Suicide
7/17/2014,Campo Grande - Rio De Janeiro,Brazil,Homicide
7/18/2014,Tijuca - Rio De Janeiro,Brazil,Other Accident
7/30/2014,Araquari - Santa Catarina,Brazil,Veh. Accid-Auto
8/13/2014,Santos - Sao Paulo,Brazil,Air Accident
9/1/2014,Lauro De Freitas,Brazil,Homicide
10/28/2014,Canoas - Rio Grande Do Sul,Brazil,Veh. Accid-Auto
11/15/2014,Arcado -  Bahia,Brazil,Homicide
1/10/2015,Sao Paulo,Brazil,Suicide
1/21/2015,Cumbuco -  Caucaia Ceara,Brazil,Drowning
1/29/2015,Sao Paulo,Brazil,Homicide
3/25/2015,Governador Valadares -  Minas Gerais,Brazil,Other Accident
4/21/2015,Rio De Janeiro,Brazil,Veh. Accid-Motorcy.
7/14/2015,Goiania -  Goias,Brazil,Drowning
8/30/2015,Guaruja -  Sao Paulo,Brazil,Drowning
10/18/2015,Governador Valadares,Brazil,Homicide
10/21/2015,Sao Gabriel Da Cachoeira,Brazil,Maritime Accident
2/14/2016,Santa Catarina,Brazil,Suicide
2/17/2016,Anapolis,Brazil,Veh. Accid-Motorcy.
5/28/2016,Manaus,Brazil,Suicide
6/22/2016,Sao Paulo,Brazil,Veh. Accid-Auto
6/24/2016,Sao Paulo,Brazil,Suicide
7/17/2016,João Pessoa -  Paraíba,Brazil,Suicide
8/27/2016,Rio de Janeiro -  Rio de Janerio,Brazil,Suicide
12/25/2016,Goiânia -  Goiás,Brazil,Homicide
1/8/2017,Bahia,Brazil,Homicide
2/26/2017,Santarem,Brazil,Other Accident
4/2/2017,Rio De Janeiro,Brazil,Drowning
10/14/2017,Brasilia -  DF,Brazil,Homicide
11/10/2017,Rio De Janeiro -  Rio De Janeiro,Brazil,Veh. Accid-Auto
1/23/2018,Recife -  Pernambuco,Brazil,Air Accident
2/1/2018,Rio De Janeiro -  Rio de Janeiro,Brazil,Veh. Accid-Bus
3/26/2018,Florianopolis -  Santa Catarina,Brazil,Other Accident
4/2/2018,Sao Paulo -  Sao Paulo,Brazil,Undetermined/Unknown
11/9/2018,Belo Horizonte -  Minas Gerais,Brazil,Suicide
2/6/2019,Sao Paulo -  Brazil,Brazil,Suicide
2/28/2019,Armacao De Buzios -  Rio De Janeiro -  Brazil,Brazil,Drowning
12/10/2012,Tortola -  British Virgin Islands,British Virgin Islands,Drowning
1/1/2016,Road Town,British Virgin Islands,Drowning
2/7/2016,St. John,British Virgin Islands,Other Accident
7/18/2018,Trellis Bay - Tortola,British Virgin Islands,Other Accident
12/20/2018,Buck Island - Tortola,British Virgin Islands,Drowning
3/7/2003,Sofia -  Bulgaria,Bulgaria,Homicide
6/25/2003,Sveti Vlas -  Burgas -  Bulgaria,Bulgaria,Veh. Accident-Auto
10/24/2004,Sofia -  Bulgaria,Bulgaria,Homicide
2/27/2005,Dolni Bogrov -  Sofia -  Bulgaria,Bulgaria,Homicide
9/15/2005,River Iskar -  Reselets Village -  Cherven Bryag Area -  Bulgaria,Bulgaria,Drowning-River
9/15/2005,River Iskar -  Reselets Village -  Cherven Bryag Area -  Bulgaria,Bulgaria,Drowning-River
12/27/2005,Sofia -  Bulgaria,Bulgaria,Suicide
12/27/2005,Sofia -  Bulgaria,Bulgaria,Suicide
7/5/2008,Sofia -  Bulgaria,Bulgaria,Drug-Related
7/11/2013,Blagoevgrad -  Bulgaria,Bulgaria,Veh. Accid-Auto
7/13/2013,Plovdiv -  Bulgaria,Bulgaria,Veh. Accid-Pedestr.
8/17/2013,Tsarevo -  Bulgaria,Bulgaria,Drowning
5/28/2014,Burgas,Bulgaria,Other Accident
1/20/2015,SUSHITSA VILLAGE,Bulgaria,Veh. Accid-Auto
3/8/2015,Blagoevgrad,Bulgaria,Natural Disaster
3/19/2015,Veliko Turnovo,Bulgaria,Suicide
6/6/2015,ANEVO -  PLOVDIV,Bulgaria,Other Accident
5/25/2017,Blagoevgrad,Bulgaria,Veh. Accid-Auto
8/13/2018,Kozloduy -  Vratsa ,Bulgaria,Other Accident
1/15/2016,Ouagadougou,Burkina Faso,Terrorist Action
11/5/2017,Rangoon,Burma,Veh. Accid-Pedestr.
11/7/2017,Mandalay,Burma,Other Accident
6/1/2018,Rangoon -  Yangon,Burma,Drowning
1/15/2019,Pon Chuang -  Burma,Burma,Drowning
5/7/2019,Mandalay -  Burma,Burma,Veh. Accid-Motorcy.
8/30/2003,Cha Das Caldeiras -  Fogo,Capo Verde,Other Accident
3/23/2004,Praia,Capo Verde,Homicide
11/30/2005,Fogo,Capo Verde,Suicide
11/14/2013,Cha de Sousa -  Brava,Capo Verde,Homicide
1/31/2015,Praia -  Santiago,Capo Verde,Homicide
3/1/2018,Palmeira -  Sal Island,Capo Verde,Drowning
11/18/2002,Phnom Penh -  Cambodia,Cambodia,Suicide
1/6/2003,Kampong Speu -  Cambodia,Cambodia,Other Accident
1/19/2003,Phnom Penh -  Cambodia,Cambodia,Drug-Related
2/10/2003,Phnom Penh -  Cambodia,Cambodia,Other Accident
6/14/2003,Koh Kong Province -  Cambodia,Cambodia,Homicide
8/3/2003,Kampong Cham Province -  Cambodia,Cambodia,Veh. Accident-Motorcycle
9/12/2003,Sihanoukville -  Cambodia,Cambodia,Veh. Accident-Motorcycle
9/15/2003,Phnom Penh -  Cambodia,Cambodia,Drug-Related
12/8/2003,Phnom Penh -  Cambodia,Cambodia,Homicide
2/25/2004,Kampot Province -  Cambodia,Cambodia,Veh. Accident-Motorcycle
3/8/2004,Kampong Thom Province -  Cambodia,Cambodia,Other Accident
6/4/2004,Kambol Commune -  Kandal Province -  Cambodia,Cambodia,Suicide
7/14/2004,Siem Reap Province -  Cambodia,Cambodia,Drowning
8/26/2004,Phnom Penh -  Cambodia,Cambodia,Other Accident
1/29/2005,Phnom Penh -  Cambodia,Cambodia,Drug-Related
3/19/2005,Phnom Penh -  Cambodia,Cambodia,Other Accident
4/25/2006,Phoum Pichban -  Lach Commune -  Pursat Province -  Cambodia,Cambodia,Suicide
8/9/2006,Phnom Penh -  Cambodia,Cambodia,Drug-Related
10/31/2006,Toul Kork-phnom Penh -  Cambodia,Cambodia,Suicide
12/16/2006,Dankor- Phnom Penh -  Cambodia,Cambodia,Suicide
8/9/2007,Bet Traing -  Prey Nup -  Sihanoukville,Cambodia,Veh. Accid-Auto
8/21/2007,Sihanoukville -  Cambodia,Cambodia,Drug-Related
8/31/2007,Phnom Penh -  Cambodia,Cambodia,Veh. Accid-Auto
10/9/2007,Phnom Penh -  Cambodia,Cambodia,Drug-Related
4/13/2008,Dangkor -  Phnom Penh,Cambodia,Veh. Accid-Auto
9/27/2008,Phnom Penh -  Cambodia,Cambodia,Suicide
4/16/2009,Sihanoukville -  Cambodia,Cambodia,Drug-Related
5/13/2009,Phnom Penh -  Cambodia,Cambodia,Drug-Related
10/22/2009,Phnom Penh -  Cambodia,Cambodia,Drug-Related
12/19/2009, Duan Penh District - Phnom Penh -  Cambodia,Cambodia,Drug-Related
2/3/2010,Banteay Meanchey -  Cambodia,Cambodia,Veh. Accid-Auto
4/26/2010,Penh - Phnom Penh -  Cambodia,Cambodia,Suicide
5/13/2010,Sihanoukville - Sihanoukville -  Cambodia,Cambodia,Suicide
7/14/2010,Phnom Penh -  Cambodia,Cambodia,Drug-Related
8/2/2010,Battambang -  Cambodia,Cambodia,Veh. Accid-Auto
5/3/2011,Daun Penh -  Phnom Penh -  Cambodia,Cambodia,Drug-Related
8/28/2011,Kampot District -  Cambodia,Cambodia,Suicide
9/9/2011,Sihanoukville -  Cambodia,Cambodia,Drug-Related
4/10/2012,Phnom Penh -  Cambodia,Cambodia,Drug-Related
9/20/2012,Phnom Penh -  Cambodia,Cambodia,Drowning
10/12/2012,Phnom Penh -  Cambodia,Cambodia,Other Accident
11/1/2012,Takeo -  Cambodia,Cambodia,Suicide
2/7/2013,Phnom Penh -  Cambodia,Cambodia,Suicide
3/28/2013,Phnom Penh -  Cambodia,Cambodia,Drug-Related
5/15/2013,Sihanoukville -  Cambodia,Cambodia,Veh. Accid-Auto
6/8/2013,Siem Reap -  Cambodia,Cambodia,Suicide
6/25/2013,Preah Sihanouk -  Cambodia,Cambodia,Veh. Accid-Motorcy.
7/2/2013,Khan Chamkarmorn -  Phnom Penh -  Cambodia,Cambodia,Drug-Related
9/30/2013,Koh Rong District -  Preah Sihanouk -  Cambodia,Cambodia,Homicide
1/10/2014, Khan Chamkarmorn - Phnom Penh,Cambodia,Drug-Related
3/4/2014,Preynop District - Preah Sihanouk,Cambodia,Suicide
4/17/2014, Daun Penh - Phnom Penh,Cambodia,Drug-Related
5/2/2014,Phnom Penh,Cambodia,Drug-Related
5/15/2014,Daun Penh - Phnom Penh,Cambodia,Drug-Related
7/9/2014,Khan Porsenchey - Phnom Penh,Cambodia,Homicide
8/31/2014,Phnom Penh,Cambodia,Suicide
12/7/2014,Khan Daun Penh - Phnom Penh,Cambodia,Drug-Related
3/4/2015,Siem Pang District -  Stung Treng,Cambodia,Veh. Accid-Auto
4/17/2015,Sangkat Phneat -  Sereysophorn -  Banteay Meanchey,Cambodia,Veh. Accid-Auto
4/30/2015,Kratie,Cambodia,Veh. Accid-Auto
7/16/2015,Sihanouk Ville,Cambodia,Drowning
8/7/2015,Phnom Penh,Cambodia,Veh. Accid-Motorcy.
9/5/2015,Phnom Penh,Cambodia,Veh. Accid-Motorcy.
10/5/2015,Phnom Penh,Cambodia,Suicide
1/15/2016,Sihanoukville,Cambodia,Suicide
1/25/2016,Phnom Penh,Cambodia,Suicide
4/7/2016,Phnom Penh,Cambodia,Drug-Related
4/11/2016,Phnom Penh,Cambodia,Drug-Related
5/13/2016,Sihanoukville,Cambodia,Suicide
5/29/2016,Siem Reap,Cambodia,Veh. Accid-Pedestr.
6/10/2016,Phnom Penh,Cambodia,Drug-Related
7/23/2016,Phnom Penh,Cambodia,Veh. Accid-Motorcy.
10/4/2016,Phnom Penh,Cambodia,Suicide
11/8/2016,Phnom Penh,Cambodia,Drug-Related
11/19/2016,Phnom Penh,Cambodia,Veh. Accid-Pedestr.
12/9/2016,Phnom Penh,Cambodia,Drowning
12/22/2016,Phnom Penh,Cambodia,Drug-Related
2/18/2017,Kompong Chhnang,Cambodia,Suicide
7/28/2017,Sihanoukville,Cambodia,Drowning
8/7/2017,Phnom Penh,Cambodia,Suicide
