Date,City,Country,Cause of Death
1/5/2009,Joong-ang University Hospital -  Seoul,"Korea, Republic of (South Korea)",Other Accident
2/26/2009,A Curve Way On Doomundong-jae -  Hawjeon-dong -  Taebaek,"Korea, Republic of (South Korea)",Veh. Accid-Auto
3/23/2009,Haenam -  Korea,"Korea, Republic of (South Korea)",Suicide
5/24/2009,Busan -  Gyeonsangnam-do -  Korea,"Korea, Republic of (South Korea)",Suicide
5/29/2009,Paju -  Korea,"Korea, Republic of (South Korea)",Other Accident
6/25/2009,Gyochon-dong -  Yuseong-gu -  Daejeon -  Korea,"Korea, Republic of (South Korea)",Suicide
6/29/2009,Jung-gu -  Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
8/20/2009,Chiljeon-Dong -   - Chuncheon -  Korea,"Korea, Republic of (South Korea)",Other Accident
8/27/2009,Gongju -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Auto
9/26/2009,Paldal-Gu - Suwon -  Korea,"Korea, Republic of (South Korea)",Suicide
10/3/2009,Jongro-Gu  - Seoul -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
11/7/2009,Hannam-Dong -  Yongsan-Gu - Seoul -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
11/9/2009,Gyeonggi-Do -  Korea,"Korea, Republic of (South Korea)",Suicide
12/31/2009,Haewundae-Gu  - Busan -  Korea,"Korea, Republic of (South Korea)",Other Accident
1/8/2010,Incheon -  Korea,"Korea, Republic of (South Korea)",Other Accident
1/25/2010,Gangwon-Do -  Korea,"Korea, Republic of (South Korea)",Suicide
2/6/2010,Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
3/11/2010,Jinju -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
4/23/2010,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
5/15/2010,Ulsan -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Auto
5/16/2010,Gwangak-gu - Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
5/17/2010,Wonju -  Korea,"Korea, Republic of (South Korea)",Suicide
5/27/2010,Pocheon -  Korea,"Korea, Republic of (South Korea)",Suicide
7/3/2010,Incheon -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Bus
7/21/2010,Seobuk-Gu - Chunan -  Korea,"Korea, Republic of (South Korea)",Suicide
7/26/2010,Yeongdungpo-Gu - Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
7/31/2010,Kimpo - Gyeonggi-Do -  Korea,"Korea, Republic of (South Korea)",Other Accident
8/17/2010,Seocho-Gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
9/15/2010,Sinjang-Dong - Pyeongtaek -  Korea,"Korea, Republic of (South Korea)",Suicide
10/14/2010,Pusan -  Korea,"Korea, Republic of (South Korea)",Suicide
11/1/2010,Yangcheon-Gu - Seoul -  Korea,"Korea, Republic of (South Korea)",Homicide
11/13/2010,Goyang -  Korea,"Korea, Republic of (South Korea)",Suicide
2/19/2011,Suyoung-Gu -  Suyoung-Gu -  Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
2/21/2011,Gojan-Dong -  Danwon-Gu -  Ansan -  Korea,"Korea, Republic of (South Korea)",Other Accident
2/22/2011,Yeongdeungpo-Gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
4/19/2011,Yongsan -  Korea,"Korea, Republic of (South Korea)",Suicide
4/22/2011,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
6/5/2011,Pyungtaek -  Korea,"Korea, Republic of (South Korea)",Suicide
6/11/2011,Seoul -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Auto
6/13/2011,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
8/12/2011,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
8/16/2011,Incheon -  Korea,"Korea, Republic of (South Korea)",Suicide
9/6/2011,Buk-Gu -  Gwangju -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Pedestr.
9/24/2011,Kwangmyung -  Korea,"Korea, Republic of (South Korea)",Suicide
9/30/2011,Hochen -  Korea,"Korea, Republic of (South Korea)",Suicide
10/19/2011,Seo-Gu -  Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
11/3/2011,Cheongwan -  Hwangcheong -  Korea,"Korea, Republic of (South Korea)",Homicide
11/20/2011,Suji -  Yongin -  Korea,"Korea, Republic of (South Korea)",Suicide
12/25/2011,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
5/5/2012,Namyangju -  Korea -  Republic,"Korea, Republic of (South Korea)",Drowning
7/10/2012,Haeundae-gu -  Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
7/31/2012,Chungju -  Chungcheong -  Korea,"Korea, Republic of (South Korea)",Other Accident
8/6/2012,Chungsun-Eup -  Korea,"Korea, Republic of (South Korea)",Suicide
8/11/2012,Busan -  Korea,"Korea, Republic of (South Korea)",Homicide
11/10/2012,Kijanggun -  Busan -  Korea,"Korea, Republic of (South Korea)",Vehicle Accident - Pedestrian
11/23/2012,Jung-gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
12/9/2012,Seocho-gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
1/14/2013,Mokpo -  Jeollanam-do -  Korea,"Korea, Republic of (South Korea)",Suicide
2/13/2013,Kangnung -  Kangwon-do -  Korea,"Korea, Republic of (South Korea)",Suicide
2/17/2013,Seoul -  Korea,"Korea, Republic of (South Korea)",Drowning
2/26/2013,Paengsong-Up -  Pyongtaek -  Korea,"Korea, Republic of (South Korea)",Suicide
3/6/2013,Seongnam-Si -  Gyeonggo-Do -  Korea,"Korea, Republic of (South Korea)",Suicide
3/16/2013,Daegu -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Auto
5/4/2013,Yeonsu-Gu -  Incheon -  Korea,"Korea, Republic of (South Korea)",Veh. Accid- Bus
7/2/2013,Seoul -  Korea,"Korea, Republic of (South Korea)",Veh. Accid-Other
7/6/2013,Yeoksam-Dong -  Gangnam-Gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
9/27/2013,Gaya-Daero -  Busan Jingu -  Busan -  Korea,"Korea, Republic of (South Korea)",Suicide
10/1/2013,Kiheung-Gu - Yongin -  Gyunggi-Do -  Korea,"Korea, Republic of (South Korea)",Suicide
10/10/2013,Umbong-Myun -  Asan -  Choongchungnam-Do -  Korea,"Korea, Republic of (South Korea)",Suicide
10/26/2013,Tongyong City -  Korea,"Korea, Republic of (South Korea)",Other Accident
11/6/2013,Seoul -  Korea,"Korea, Republic of (South Korea)",Other Accident
12/23/2013,Seoul -  Korea,"Korea, Republic of (South Korea)",Suicide
1/4/2014,Paengsung-Up - Pyeongtaek,"Korea, Republic of (South Korea)",Suicide
1/23/2014,Seoul,"Korea, Republic of (South Korea)",Suicide
1/27/2014,Anyang,"Korea, Republic of (South Korea)",Veh. Accid-Auto
2/2/2014,Seoul,"Korea, Republic of (South Korea)",Other Accident
2/21/2014,Jeollanam-Do,"Korea, Republic of (South Korea)",Other Accident
4/1/2014,Sokcho,"Korea, Republic of (South Korea)",Suicide
4/7/2014,Suwon,"Korea, Republic of (South Korea)",Suicide
4/13/2014, Youngtong-gu -  ,"Korea, Republic of (South Korea)",Suicide
5/26/2014,Cheongju,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
6/20/2014,Suwon,"Korea, Republic of (South Korea)",Suicide
7/3/2014,Seoul,"Korea, Republic of (South Korea)",Suicide
7/12/2014,Seongdong-gu - Seoul,"Korea, Republic of (South Korea)",Suicide
9/22/2014,Seoul,"Korea, Republic of (South Korea)",Suicide
10/14/2014,Seongdong-gu - Seoul,"Korea, Republic of (South Korea)",Suicide
2/8/2015,Yongsan-Gu -  Seoul,"Korea, Republic of (South Korea)",Suicide
2/17/2015,Jeollanam-Do,"Korea, Republic of (South Korea)",Veh. Accid-Auto
3/14/2015,Deungnyang-myeon -  Boseong-gun,"Korea, Republic of (South Korea)",Other Accident
4/10/2015,Incheon,"Korea, Republic of (South Korea)",Other Accident
5/1/2015,Mokpo,"Korea, Republic of (South Korea)",Veh. Accid-Bus
5/27/2015,Seoul,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
6/11/2015,Jeongseon,"Korea, Republic of (South Korea)",Other Accident
7/7/2015,Busan,"Korea, Republic of (South Korea)",Suicide
7/21/2015,Busan,"Korea, Republic of (South Korea)",Drowning
7/27/2015,Seoul,"Korea, Republic of (South Korea)",Suicide
9/28/2015,Daegu,"Korea, Republic of (South Korea)",Suicide
9/28/2015,Seoul,"Korea, Republic of (South Korea)",Other Accident
10/6/2015,Jeonju,"Korea, Republic of (South Korea)",Other Accident
11/4/2015,Seongnam,"Korea, Republic of (South Korea)",Other Accident
12/18/2015,Danwon-gu -  Ansan,"Korea, Republic of (South Korea)",Suicide
12/24/2015,Seoul,"Korea, Republic of (South Korea)",Veh. Accid-Motorcy.
1/11/2016,Uijeongbu City,"Korea, Republic of (South Korea)",Other Accident
1/26/2016,Shiheung,"Korea, Republic of (South Korea)",Suicide
3/26/2016,Busan,"Korea, Republic of (South Korea)",Suicide
4/5/2016,Seoul,"Korea, Republic of (South Korea)",Drowning
4/24/2016,Seoul,"Korea, Republic of (South Korea)",Suicide
5/8/2016,Seoul,"Korea, Republic of (South Korea)",Other Accident
7/23/2016,Chilgok-Gun -  Gyeongsangbuk-Do,"Korea, Republic of (South Korea)",Veh. Accid-Auto
8/30/2016,Gangjun-Eup -  Gangjin-Gun,"Korea, Republic of (South Korea)",Suicide
10/10/2016,Sokcho City,"Korea, Republic of (South Korea)",Other Accident
10/27/2016,Bupyeong-gu -  Incheon,"Korea, Republic of (South Korea)",Suicide
11/6/2016,Dong-gu -  Ulsan,"Korea, Republic of (South Korea)",Veh. Accid-Pedestr.
11/30/2016,Seocho-Dong -  Seocho-Gu -  Seoul,"Korea, Republic of (South Korea)",Suicide
2/12/2017,Seoul,"Korea, Republic of (South Korea)",Suicide
2/15/2017,Okcheon-Gun,"Korea, Republic of (South Korea)",Suicide
3/3/2017,Busan,"Korea, Republic of (South Korea)",Drowning
3/7/2017,Gunpo,"Korea, Republic of (South Korea)",Suicide
3/9/2017,Seoul,"Korea, Republic of (South Korea)",Other Accident
4/14/2017,Chungnam,"Korea, Republic of (South Korea)",Suicide
7/16/2017,Daegu,"Korea, Republic of (South Korea)",Suicide
7/30/2017,Seoguipo -  Jeju,"Korea, Republic of (South Korea)",Maritime Accident
9/26/2017,Seoul,"Korea, Republic of (South Korea)",Other Accident
10/7/2017,Busan,"Korea, Republic of (South Korea)",Drowning
10/17/2017,Busan,"Korea, Republic of (South Korea)",Other Accident
10/30/2017,Pyeongtaek City -  Gyeonggi Province,"Korea, Republic of (South Korea)",Suicide
11/9/2017,Seoul,"Korea, Republic of (South Korea)",Drug-Related
11/12/2017,Chuncheon -  Gangwon Province,"Korea, Republic of (South Korea)",Drowning
12/9/2017,Pohang -  North Gyeongsang,"Korea, Republic of (South Korea)",Suicide
12/27/2017,Gimjae -  South Gyeongsang,"Korea, Republic of (South Korea)",Suicide
12/31/2017,Seoul,"Korea, Republic of (South Korea)",Suicide
1/21/2003,Kuwait City -  Kuwait,Kuwait,Terrorist Action
1/29/2003,Ahmadi -  Kuwait,Kuwait,Veh. Accident-Auto
3/28/2003,Maghrib Highway Kuwait City -  Kuwait,Kuwait,Veh. Accident-Auto
4/9/2003,Mina Abdullah Area -  Kuwait,Kuwait,Veh. Accident-Auto
4/10/2003,Qashaniya Area -  Kuwait,Kuwait,Veh. Accident-Auto
3/29/2004,Um Qasr Iraq/kuwait Border,Kuwait,Veh. Accident-Auto
5/9/2005,Abdali -  Kuwait,Kuwait,Veh. Accident-Auto
7/17/2005,Sabahia -  Kuwait,Kuwait,Veh. Accident-Motorcycle
11/12/2005,Camp Buehring -  Kuwait,Kuwait,Veh. Accident-Auto
10/18/2006,Kuwait City -  Kuwait,Kuwait,Veh. Accident-Motorcycle
3/1/2007,Arabian Gulf Street -  Shaab Al Bahri,Kuwait,Veh. Accident-Auto
9/13/2007,Kuwait City -  Kuwait,Kuwait,Veh. Accid-Auto
4/8/2008,Kuwait City -  Kuwait,Kuwait,Veh. Accid-Auto
4/8/2008,Kuwait City -  Kuwait,Kuwait,Veh. Accid-Auto
8/13/2008,Mina Alabdulla -  Kuwait,Kuwait,Veh. Accid-Other
9/10/2008,Kuwait City -  Kuwait -  Kuwait,Kuwait,Veh. Accid-Auto
9/11/2008,Kuwait City -  Kuwait -  Kuwait,Kuwait,Veh. Accid-Auto
12/26/2008,Kuwait City -  Kuwait -  Kuwait,Kuwait,Veh. Accid-Auto
4/27/2009,Ahmadi -  Kuwait,Kuwait,Veh. Accid-Auto
10/3/2009,Mina Abdulla - Mina Abdulla -  Kuwait,Kuwait,Other Accident
3/3/2010,Mina Abdullah -  Kuwait,Kuwait,Veh. Accid-Auto
7/25/2010,Kuwait City -  Kuwait,Kuwait,Veh. Accid-Auto
12/13/2010,Jahra -  Kuwait,Kuwait,Veh. Accid-Auto
12/27/2010,Kuwait City -  Kuwait,Kuwait,Veh. Accid-Auto
2/18/2011,Jahra -  Kuwait,Kuwait,Veh. Accid-Auto
5/30/2011,Salmiya -  Kuwait,Kuwait,Other Accident
7/27/2011,Salwa -  Kuwait,Kuwait,Other Accident
8/4/2011,Al Adan -  Kuwait,Kuwait,Veh. Accid-Auto
9/7/2011,Al Adan -  Kuwait,Kuwait,Veh. Accid-Auto
3/18/2012,Kuwait City -  Kuwait,Kuwait,Drowning
3/22/2012,Riqqa Area -  Kuwait,Kuwait,Suicide
4/18/2012,Abdullah Port Area -  Kuwait,Kuwait,Vehicle Accident - Auto
6/25/2012,Kuwait City -  Kuwait,Kuwait,Vehicle Accident - Other
10/12/2012,Kuwait City -  Kuwait,Kuwait,Other Accident
10/13/2012,Mahboula -  Kuwait,Kuwait,Vehicle Accident - Auto
4/10/2013,Sharq -  Kuwait,Kuwait,Homicide
9/26/2014,Al Jahra,Kuwait,Veh. Accid-Auto
6/13/2015,Mahboula,Kuwait,Other Accident
9/22/2015,Midan Hawalli,Kuwait,Other Accident
1/24/2016,Mahboula,Kuwait,Suicide
3/21/2017,Adan,Kuwait,Veh. Accid-Auto
12/29/2017,Abdally -  Abdally,Kuwait,Veh. Accid-Auto
11/9/2018,Al-Adan -  Al-Ahmadi Governorate,Kuwait,Other Accident
10/24/2005,At-bashy Mountain Range -  Atbashinskiy District -  Naryn Region -  Kyrgyzstan,Kyrgyzstan,Other Accident
10/29/2011,Bishkek -  Kyrgyzstan,Kyrgyzstan,Veh. Accid-Auto
6/22/2015,Bishkek,Kyrgyzstan,Veh. Accid-Motorcy.
3/17/2006,Ban Naveng -  Savannakhet -  Laos,Laos,Drowning
9/22/2006,Nam Leek River -  Laos,Laos,Other Accident - Rafting
10/25/2006,Chanthabouly District -vientiane -  Laos,Laos,Other
2/20/2008,Savannakhet -  Laos,Laos,Suicide
3/22/2008,Vientiane -  Capital District -  Laos,Laos,Drug-Related
4/18/2008,Vientiane -  Capital District -  Laos,Laos,Drug-Related
4/26/2008,Vang Vieng -  Loas,Laos,Drug-Related
7/2/2008,Luang Prabang District -  Luang Prabang Province -  Laos,Laos,Drowning
2/27/2009,Laos,Laos,Drug-Related
3/1/2009,Bokeo Province -  Laos,Laos,Veh. Accid-Motorcy.
3/18/2009,Vientiane -  Laos,Laos,Drug-Related
7/19/2009,Pakse - Champasak -  Laos,Laos,Disaster
11/22/2009,Sekong Province -  Laos,Laos,Other Accident
2/20/2010,Luang Namtha -  Laos,Laos,Suicide
12/27/2010,Sam Neua Laos,Laos,Veh. Accid-Auto
1/10/2012,Vientiane -  Laos,Laos,Vehicle Accident - Auto
9/29/2012,Vientiane -  Laos,Laos,Drowning
1/17/2013, Chanthabouly -  Vientiane -  Laos,Laos,Drug-Related
5/3/2013,Savannakhet -  Laos,Laos,Other Accident
10/16/2013,Phonthong -  Pakse -  Laos,Laos,Air Accident
8/12/2014,Mixay - Vientiane Capital,Laos,Drug-Related
11/14/2014,Vientiane - Vientiane Capital,Laos,Drug-Related
12/6/2016,Nakham Village -  Mahaxay -  Khammouane,Laos,Veh. Accid-Motorcy.
12/6/2016,Nakham Village -  Mahaxay -  Khammouane,Laos,Veh. Accid-Motorcy.
3/24/2017,Bokeo,Laos,Other Accident
4/10/2017,Luang Prabang,Laos,Drowning
5/24/2017,Vientiane,Laos,Veh. Accid-Motorcy.
3/29/2018,Luang Prabang -  Louangphabang,Laos,Veh. Accid-Auto
11/30/2018,s,Laos,Drowning
3/15/2019,Nongpong Village -  Laos,Laos,Veh. Accid-Auto
7/19/2003,Raiskums -  Cesis Region -  Latvia,Latvia,Drowning
10/27/2004,Riga -  Latvia,Latvia,Homicide
5/14/2005,Veremi County -  Rezekne Region -  Latvia,Latvia,Veh. Accident-Auto
8/16/2008,Aizkraukle -  Lativia,Latvia,Drowning
10/15/2009,Riga -  Lativia,Latvia,Other Accident
8/20/2012, Ventspils -  Latvia,Latvia,Drowning
7/12/2013,Bergi -  Matisu Pagasts -  Latvia,Latvia,Suicide
8/4/2013,Valmiera -  Latvia,Latvia,Maritime Accident
6/1/2014,Cibla,Latvia,Suicide
10/13/2018,Saulkrastu Novads,Latvia,Veh. Accid-Other
11/21/2002,Saida -  Lebanon,Lebanon,Homicide
1/29/2003,Amyoun -  Al Koura -  Lebanon,Lebanon,Veh. Accident-Auto
9/14/2003,District Of Zahle -  Beqaa Valley -  Lebanon,Lebanon,Veh. Accident-Auto
10/9/2003,Nabatieh -  South Lebanon,Lebanon,Other Accident
3/10/2004,Beirut -  Lebanon,Lebanon,Other Accident
3/31/2004,Beirut -  Lebanon,Lebanon,Other Accident
6/26/2004,Beirut -  Lebanon,Lebanon,Other Accident
11/28/2004,Al Masnaa Rd -  The Lebanese-syrian Border,Lebanon,Veh. Accident-Auto
11/28/2004,Al Masnaa Rd -  The Lebanese-syrian Border,Lebanon,Veh. Accident-Auto
11/28/2004,Chtaura -  District Of Zahle -  Lebanon,Lebanon,Veh. Accident-Auto
4/24/2009,Beirut -  Lebanon,Lebanon,Suicide
7/19/2009,Beirut -  Lebanon,Lebanon,Veh. Accid-Auto
7/19/2009,Beirut -  Lebanon,Lebanon,Veh. Accid-Auto
1/25/2010,Beirut -  Lebanon,Lebanon,Air Accident
7/9/2010,Safa District -  El koura - North Lebanon,Lebanon,Maritime Accident
9/7/2010,Rabieh -  Metn -  Lebanon,Lebanon,Homicide
3/14/2011,Beirut -  Lebanon,Lebanon,Suicide
12/18/2011,Baskinta -  Metn -  Lebanon,Lebanon,Other Accident
7/8/2012,Batroun -  Lebanon,Lebanon,Vehicle Accident - Auto
7/8/2012,Batroun -  Lebanon,Lebanon,Vehicle Accident - Auto
7/14/2012,Qalamoun -  Lebanon,Lebanon,Other Accident
3/9/2013,Zalka -  Metn -  Lebanon,Lebanon,Homicide
8/26/2013,Tripoli -  Lebanon,Lebanon,Terrorist Action
10/1/2013,Antelias -  Metn -  Lebanon,Lebanon,Other Accident
11/1/2013,Jbeil -  Lebanon,Lebanon,Homicide
1/1/2015,Beirut,Lebanon,Suicide
7/31/2015,Chouf,Lebanon,Veh. Accid-Auto
10/20/2015,Kesserwan,Lebanon,Veh. Accid-Other
5/7/2016,Chouf,Lebanon,Other Accident
8/8/2017,Baabda,Lebanon,Homicide
6/29/2018,Jbeil -  Jbeil,Lebanon,Veh. Accid-Auto
6/29/2018,Jbeil -  Jbeil,Lebanon,Veh. Accid-Auto
9/30/2018,Khalde -  Beirut,Lebanon,Veh. Accid-Auto
9/3/2010,Maseru -  Lesotho,Lesotho,Homicide
5/24/2004,Monrovia -  Liberia,Liberia,Homicide
7/29/2007,Monrvia -  Liberia,Liberia,Drowning-Beach
8/24/2009,Monrovia - Montserrado -  Liberia,Liberia,Suicide
10/1/2010,Monrovia -  Liberia,Liberia,Other Accident
3/12/2013,Coopers Beach -  Monrovia -  Liberia,Liberia,Drowning
1/30/2014,Paynesville,Liberia,Veh. Accid-Auto
2/13/2015,Monrovia,Liberia,Drowning
7/22/2017,Monrovia -  Montserrado,Liberia,Veh. Accid-Auto
3/24/2018,Monrovia -  Montserrado,Liberia,Homicide
9/18/2013,Alkareif -  Tripoli -  Libya,Libya,Veh. Accid-Auto
12/5/2013,Benghazi -  Libya,Libya,Homicide
1/27/2015,Tripoli,Libya,Terrorist Action
3/5/2007,Vilnius -  Lithuania,Lithuania,Other Accident
7/10/2009,Birzai Region -  Lithuania,Lithuania,Drowning
8/30/2009,Bech-Kleinmacher -  Luxembourg,Luxembourg,Veh. Accid-Motorcy.
5/23/2015,Leudelange,Luxembourg,Suicide
5/23/2019,Kicevo -  Macedonia -  North,North Macedonia ,Veh. Accid-Auto
4/18/2003,Mzuzu -  Malawi,Malawi,Veh. Accident-Auto
8/26/2005,Salima Boma -  Malawi,Malawi,Veh. Accident-Bus
12/2/2008,Ntcheu -  Malawi,Malawi,Veh. Accid-Auto
9/7/2011,Chikhwawa -  Malawi,Malawi,Other Accident
3/20/2017,Mzimba,Malawi,Veh. Accid-Auto
7/20/2018,Kang'Oma -  Nkhatabay District,Malawi,Homicide
8/25/2003,Penang -  Malaysia,Malaysia,Other Accident
10/6/2003,Kuala Lumpur -  Malaysia,Malaysia,Drowning
1/26/2004,Labuan -  Malaysia,Malaysia,Homicide
7/18/2004,Kuching -  Sarawak -  Malaysia,Malaysia,Suicide
4/22/2005,Km 20.2 Jalan Lahad Datu -  Sabah -  Malaysia,Malaysia,Veh. Accident-Auto
5/2/2006,Km 8 Lebuhraya Pasir Gudang -  Johor -  Malaysia,Malaysia,Veh. Accident-Pedestrian
5/13/2006,Kota Kinabalu -  Sabah -  Malaysia,Malaysia,Maritime Accident
7/19/2006,Kuala Lumpur -  Malaysia,Malaysia,Other Accident - Fall
12/7/2008,Kluang -  Johor -  Maylaysia,Malaysia,Veh. Accid-Motorcy.
12/21/2008,Kuala Lumpur -  Malaysia,Malaysia,Other Accident
4/5/2009,Kuala Lumpur -  Malaysia,Malaysia,Other Accident
7/8/2009,Tanjong Bungah - Penang -  Malaysia,Malaysia,Homicide
10/18/2009,Kota Bharu -  Kelantan -  Malaysia,Malaysia,Veh. Accid-Auto
3/28/2010,Kuala Lumpur -  Malaysia,Malaysia,Other Accident
6/25/2010,Sarawak -  Malaysia,Malaysia,Air Accident
5/4/2013,Kuala Lumpur -  Malaysia,Malaysia,Homicide
8/25/2013,Kuching Sarawak -  Malaysia,Malaysia,Veh. Accid-Other
2/27/2014,Selangor,Malaysia,Other Accident
4/3/2015,Penang,Malaysia,Maritime Accident
4/4/2015,Kuala Lumpur,Malaysia,Air Accident
3/22/2016,Kuala Lumpur,Malaysia,Suicide
11/26/2016,Lingkaran Syed Putra -  Kuala Lumpur,Malaysia,Homicide
4/27/2017,Selangor,Malaysia,Suicide
9/4/2017,Penang,Malaysia,Other Accident
12/26/2017,Kuala Lumpur,Malaysia,Maritime Accident
1/3/2018,Pinang Kecil -  Perak,Malaysia,Veh. Accid-Motorcy.
2/19/2018,Arah Utara -  Selangor,Malaysia,Veh. Accid-Auto
4/12/2018,Tasik Dayang Bunting -  Kedah,Malaysia,Drowning
4/25/2018,Kuala Lumpur -  Selangor,Malaysia,Undetermined/Unknown
1/9/2019,Kuala Lumpur -  Malaysia,Malaysia,Unknown
2/10/2003,Maldives,Maldives,Drowning
10/31/2018,Male -  North Malé Atoll,Maldives,Drowning
9/3/2006,Niger River -  Mali,Mali,Drowning
9/3/2006,Polyclinique Pasteur -  Mali,Mali,Drowning
12/21/2007,Djema -  Mali,Mali,Veh. Accid-Auto
12/2/2008,Bandiagara -  Mopti -  Mali,Mali,Other Accident
1/24/2010,Bamako -  Mali,Mali,Other Accident
9/4/2014,Bamako,Mali,Drowning
11/20/2015,Hotel Radisson Blu - Bamako,Mali,Terrorist Action
1/5/2016,Bamako,Mali,Drowning
8/17/2017,Bamako,Mali,Veh. Accid-Auto
11/26/2010,Majuro -  MH -  Marshal islands,Marshall Islands,Drowning
6/23/2009,Ksar -  Nouakchott,Mauritania,Homicide
11/9/2009,Coco Island -  Mauritius,Mauritius,Drowning
2/18/2014,Victoria -  Mahe,Seychelles,Drug-Related
2/18/2014,Victoria - Mahe,Seychelles,Drug-Related
12/15/2017,Mahe,Seychelles,Drowning
10/2/2002,Guadalajara -  Jalisco -  Mexico,Mexico,Veh. Accident-Auto
10/2/2002,Tijuana -  Baja California Norte -  Mexico,Mexico,Homicide
10/3/2002,Hermosillo -  Sonora -  Mexico,Mexico,Veh. Accident-Auto
10/6/2002,Veracruz -  Veracruz -  Mexico,Mexico,Suicide
10/8/2002,Puerto Vallarta -  Jalisco -  Mexico,Mexico,Veh. Accident-Motorcycle
10/9/2002,Cd. Obregon -  Sonora -  Mexico,Mexico,Veh. Accident-Auto
10/9/2002,Nuevo Laredo -  Tamaulipas -  Mexico,Mexico,Drug-Related
10/10/2002,Guadalajara -  Jalisco -  Mexico,Mexico,Other Accident
10/12/2002,Federal Beaches -  Playa Del Carmen -  Quintana Roo -  Mexico,Mexico,Drowning
10/13/2002,Ciudad Juarez -  Chihuahua -  Mexico,Mexico,Drug-Related
10/14/2002,Av. Internacional Al Soler -  Tijuana -  Baja California Norte -  Mexico,Mexico,Veh. Accident-Motorcycle
10/15/2002,Empalme -  Sonora -  Mexico,Mexico,Veh. Accident-Auto
10/15/2002,Km. 44.2 Transpeninsular Hwy -  La Paz And Cd. Constitucion -  Baja California Sur -  Mexico,Mexico,Veh. Accident-Auto
10/16/2002,Baja California Sur -  Mexico,Mexico,Suicide
10/18/2002,Chapala -  Jalisco -  Mexico,Mexico,Suicide
10/18/2002,Tijuana -  Baja California Norte -  Mexico,Mexico,Drug-Related
10/20/2002,La Paz -  Baja California Sur -  Mexico,Mexico,Veh. Accident-Auto
10/22/2002,Puerto Penasco -  Sonora -  Mexico,Mexico,Homicide
10/24/2002,Sanatorio Cemsi -  Culiacan -  Sinaloa -  Mexico,Mexico,Veh. Accident-Auto
10/26/2002,Paraiso Beach -  Cozumel -  Quintana Roo -  Mexico,Mexico,Drowning
10/27/2002,Zacapu -  Michoacan -  Mexico,Mexico,Other Accident
10/30/2002,Chapala -  Jalisco -  Mexico,Mexico,Suicide
11/1/2002,San Quintin -  Baja California Norte -  Mexico,Mexico,Veh. Accident-Auto
11/1/2002,Tijuana -  Baja California Norte -  Mexico,Mexico,Other Accident
11/4/2002,Cuernavaca -  Morelos -  Mexico,Mexico,Other Accident
11/4/2002,Km. 57 Tijuana-ensenada -  Playas De Rosarito -  Baja California Norte -  Mexico,Mexico,Veh. Accident-Auto
11/6/2002,Ciudad Juarez -  Chihuahua -  Mexico,Mexico,Homicide
11/9/2002,Baja California Sur -  Mexico,Mexico,Suicide
11/9/2002,Cabo San Lucas -  Baja California Sur -  Mexico,Mexico,Other Accident
11/9/2002,Highway 200 San Francisco Crossroad -  Nayarit -  Mexico,Mexico,Veh. Accident-Auto
11/9/2002,Highway 200 San Francisco Crossroad -  Nayarit -  Mexico,Mexico,Veh. Accident-Auto
11/9/2002,Highway 200 -  San Francisco Crossroad -  Nayarit -  Mexico,Mexico,Veh. Accident-Auto
11/9/2002,Sahuayo-la Barca -  Michoacan -  Mexico,Mexico,Homicide
11/15/2002,Aerodromo De Alfonsinas -  Baja California Norte -  Mexico,Mexico,Air Accident
11/15/2002,Aerodromo De Alfonsinas -  Baja California Norte -  Mexico,Mexico,Air Accident
11/15/2002,Guerrero Negro -  Baja California Sur -  Mexico,Mexico,Veh. Accident-Auto
11/19/2002,Tijuana -  Baja California Norte -  Mexico,Mexico,Drug-Related
11/21/2002,Ciudad Juarez -  Chihuahua -  Mexico,Mexico,Homicide
