,Date,City,Country,Cause of Death,Year,Month
2786,1/12/2010,Port Au Prince -  Haiti,Dominican Republic,disaster,2010,1
2787,1/30/2010,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2010,1
2788,2/4/2010,Dajabon - Restauracion -  Dominican Republic,Dominican Republic,air accident,2010,2
2789,2/4/2010,Dajabon - Restauracion -  Dominican Republic,Dominican Republic,air accident,2010,2
2790,2/21/2010,Santiago -  Dominican Republic,Dominican Republic,homicide,2010,2
2791,3/29/2010,Higuey -  Dominican Republic,Dominican Republic,homicide,2010,3
2792,4/27/2010,Higuey -  Dominican Republic,Dominican Republic,vehicle accident,2010,4
2793,5/7/2010,La Vega -  Dominican Republic,Dominican Republic,homicide,2010,5
2794,5/26/2010,Tenares - Salcedo -  Dominican Republic,Dominican Republic,suicide,2010,5
2795,6/11/2010,Playa Chiquita - El Batey - Puerto Plata -  Dominican Republic,Dominican Republic,homicide,2010,6
2796,6/25/2010,Malecon Avenue - Santo Domingo,Dominican Republic,vehicle accident,2010,6
2797,7/10/2010,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,drowning,2010,7
2798,7/18/2010,Calle 20 No.40 - Gurabo - Santiago -  Dominican Republic,Dominican Republic,homicide,2010,7
2799,7/29/2010,Dream Hotel -  Ubero Alto - Punta Cana -  La Altagracia -  Dominican Republic,Dominican Republic,suicide,2010,7
2800,8/12/2010,Santiago -  Dominican Republic,Dominican Republic,homicide,2010,8
2801,8/13/2010,Santo Domingo Este -  Dominican Republic,Dominican Republic,drowning,2010,8
2802,9/4/2010,Villa Gonzalez -  Dominican Republic,Dominican Republic,suicide,2010,9
2803,9/20/2010,Puerto Plata -  Dominican Republic,Dominican Republic,homicide,2010,9
2804,10/16/2010,Bisono -  Navarrete -  Dominican Republic,Dominican Republic,vehicle accident,2010,10
2805,11/24/2010,Santiago -  Dominican Republic,Dominican Republic,suicide,2010,11
2806,1/20/2011,Hospital Ricardo Limardo -  Puerto Plata -  Dominican Republic,Dominican Republic,vehicle accident,2011,1
2807,1/20/2011,Santiago -  Dominican Republic,Dominican Republic,vehicle accident,2011,1
2808,1/30/2011,San Pedro De Macoris -  Dominican Republic,Dominican Republic,vehicle accident,2011,1
2809,2/3/2011,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2011,2
2810,2/6/2011,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2011,2
2811,3/8/2011,Cayo Levantado -  Samana -  Dominican Republic,Dominican Republic,maritime accident,2011,3
2812,3/19/2011,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2011,3
2813,3/20/2011,Bayacanes -  La Vega -  Dominican Republic,Dominican Republic,vehicle accident,2011,3
2814,3/21/2011,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2011,3
2815,4/9/2011,San Pedro De Macoris -  Dominican Republic,Dominican Republic,suicide,2011,4
2816,4/9/2011,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2011,4
2817,4/11/2011,Catalina Island -  La Romana -  Dominican Republic,Dominican Republic,drowning,2011,4
2818,4/16/2011,Santo Domingo Este -  Dominican Republic,Dominican Republic,homicide,2011,4
2819,4/16/2011,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2011,4
2820,4/26/2011,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,vehicle accident,2011,4
2821,7/3/2011,Punta Cana -  Dominican Republic,Dominican Republic,homicide,2011,7
2822,7/3/2011,Punta Cana -  Dominican Republic,Dominican Republic,homicide,2011,7
2823,7/26/2011,Bayahibe -  La Altagracia -  Dominican Republic,Dominican Republic,drowning,2011,7
2824,8/7/2011,La Isabela -  Puerto Plata -  Dominican Republic,Dominican Republic,drowning,2011,8
2825,9/8/2011,Manabao -  Jarabacoa -  Dominican Republic,Dominican Republic,homicide,2011,9
2826,10/21/2011,Samana -  Dominican Republic,Dominican Republic,homicide,2011,10
2827,10/29/2011,La Vega -  Dominican Republic,Dominican Republic,drowning,2011,10
2828,11/2/2011,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2011,11
2829,12/10/2011,San Francisco De Macoris -  Dominican Republic,Dominican Republic,homicide,2011,12
2830,12/19/2011,Higuey -  Dominican Republic,Dominican Republic,homicide,2011,12
2831,12/24/2011,La Vega -  Dominican Republic,Dominican Republic,vehicle accident,2011,12
2832,12/24/2011,La Vega -  Dominican Republic,Dominican Republic,vehicle accident,2011,12
2833,1/1/2012,Guayacan -  San Pedro De Macoris -  Dominican Republic,Dominican Republic,drowning,2012,1
2834,3/8/2012,Cabrera -  Nagua -  Dominican Republic,Dominican Republic,drowning,2012,3
2835,4/19/2012,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2012,4
2836,5/21/2012,Santo Domingo -  Dominican Republic,Dominican Republic,other accident,2012,5
2837,5/27/2012,Puerto Plato -  Dominican Republic,Dominican Republic,homicide,2012,5
2838,6/5/2012,Jarabacoa -  Dominican Republic,Dominican Republic,vehicle accident,2012,6
2839,7/3/2012,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2012,7
2840,7/24/2012,Bonao -  Dominican Republic,Dominican Republic,vehicle accident,2012,7
2841,8/2/2012,Higuey -  La Altagracia -  Dominican Republic,Dominican Republic,maritime accident,2012,8
2842,8/23/2012,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2012,8
2843,10/1/2012,Sosua -  Puerto Plata -  Dominican Republic,Dominican Republic,homicide,2012,10
2844,10/12/2012,San Pedro De Macoris -  Dominican Republic,Dominican Republic,homicide,2012,10
2845,11/12/2012,Higuey -  La Altagracia -  Dominican Republic,Dominican Republic,vehicle accident,2012,11
2846,1/14/2013,Puerto Plata -  Dominican Republic,Dominican Republic,drowning,2013,1
2847,1/14/2013,Santo Domingo -  Dominican Republic,Dominican Republic,homicide,2013,1
2848,2/10/2013,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,vehicle accident,2013,2
2849,2/14/2013,Bani -  Dominican Republic,Dominican Republic,homicide,2013,2
2850,4/9/2013,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,homicide,2013,4
2851,4/25/2013,Bavaro -  La Altagracia -  Dominican Republic,Dominican Republic,suicide,2013,4
2852,4/27/2013,Puerto Plata -  Dominican Republic,Dominican Republic,vehicle accident,2013,4
2853,5/3/2013,Santiago -  Dominican Republic,Dominican Republic,suicide,2013,5
2854,5/15/2013,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,vehicle accident,2013,5
2855,6/18/2013,La Romana -  Dominican Republic,Dominican Republic,drowning,2013,6
2856,6/26/2013,Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,homicide,2013,6
2857,6/29/2013,Santo Domingo -  Dominican Republic,Dominican Republic,vehicle accident,2013,6
2858,8/19/2013,Punal -  Santiago De Los Caballeros -  Dominican Republic,Dominican Republic,homicide,2013,8
2859,10/19/2013,Sierra Prieta -  Santo Domingo Norte -  Dominican Republic,Dominican Republic,homicide,2013,10
2860,10/23/2013,Santo Domingo Oeste -  Dominican Republic,Dominican Republic,homicide,2013,10
2861,12/1/2013,Higuey -  La Altagracia -  Dominican Republic,Dominican Republic,drowning,2013,12
2862,12/9/2013,Puerto Plata -  Dominican Republic,Dominican Republic,homicide,2013,12
2863,12/15/2013,Piedra Blanca -  Bonao -  Dominican Republic,Dominican Republic,vehicle accident,2013,12
2864,1/18/2014,Higuey - La Altagracia,Dominican Republic,drowning,2014,1
2865,1/28/2014,Higuey - La Altagracia,Dominican Republic,vehicle accident,2014,1
2866,1/30/2014,Cabarete - Puerto Plata,Dominican Republic,drowning,2014,1
2867,4/19/2014,Juan Dolio - San Pedro De Macoris,Dominican Republic,maritime accident,2014,4
2868,6/1/2014,Monseor Nouel - Bonao,Dominican Republic,vehicle accident,2014,6
2869,6/24/2014,Punta Cana - La Altagracia,Dominican Republic,suicide,2014,6
2870,7/6/2014,Santo Domingo,Dominican Republic,vehicle accident,2014,7
2871,7/23/2014,Santo Domingo,Dominican Republic,homicide,2014,7
2872,7/31/2014,Rio San Juan - Nagua,Dominican Republic,vehicle accident,2014,7
2873,8/6/2014,Puerto Plata,Dominican Republic,drowning,2014,8
2874,9/9/2014,Boca Chica - Santo Domingo,Dominican Republic,homicide,2014,9
2875,9/19/2014,Gaspar Hernandez,Dominican Republic,homicide,2014,9
2876,9/21/2014,Cabarete - Puerto Plata,Dominican Republic,drowning,2014,9
2877,9/25/2014,Higuey - La Altagracia,Dominican Republic,vehicle accident,2014,9
2878,10/19/2014,Alma RosaSanto Domingo Este,Dominican Republic,vehicle accident,2014,10
2879,10/31/2014,Gazcue - Santo Domingo,Dominican Republic,homicide,2014,10
2880,11/1/2014,Bayahibe - La Altagracia,Dominican Republic,drowning,2014,11
2881,11/1/2014,Nagua,Dominican Republic,homicide,2014,11
2882,12/12/2014,La Catalina - Cabrera,Dominican Republic,suicide,2014,12
2883,1/29/2015,Santo Domingo,Dominican Republic,maritime accident,2015,1
2884,2/13/2015,Puerto Plata,Dominican Republic,drowning,2015,2
2885,2/22/2015,Puerto Plata,Dominican Republic,drowning,2015,2
2886,3/1/2015,Higuey -  La Altagracia,Dominican Republic,drowning,2015,3
2887,3/1/2015,Higuey -  La Altagracia,Dominican Republic,drowning,2015,3
2888,3/1/2015,Higuey -  La Altagracia,Dominican Republic,drowning,2015,3
2889,3/30/2015,Boca Chica -  Santo Domingo,Dominican Republic,suicide,2015,3
2890,4/9/2015,San Pedro De Macoris,Dominican Republic,vehicle accident,2015,4
2891,4/19/2015,Puerto Plata,Dominican Republic,vehicle accident,2015,4
2892,4/26/2015,Santiago De Los Caballeros,Dominican Republic,vehicle accident,2015,4
2893,5/4/2015,Los Cacigazgos -  Santo Domingo,Dominican Republic,drowning,2015,5
2894,5/8/2015,San Felipe -  Puerto Plata,Dominican Republic,drowning,2015,5
2895,6/11/2015,Monte Plata,Dominican Republic,vehicle accident,2015,6
2896,6/25/2015,Higuey -  La Altagracia,Dominican Republic,suicide,2015,6
2897,6/25/2015,Santiago De Los Caballeros,Dominican Republic,homicide,2015,6
2898,7/19/2015,El Pino,Dominican Republic,vehicle accident,2015,7
2899,7/26/2015,Santiago De Los Caballeros,Dominican Republic,vehicle accident,2015,7
2900,8/7/2015,Montecristi,Dominican Republic,drowning,2015,8
2901,8/14/2015,Santiago,Dominican Republic,homicide,2015,8
2902,8/23/2015,Santiago,Dominican Republic,suicide,2015,8
2903,9/19/2015,Santiago,Dominican Republic,homicide,2015,9
2904,9/19/2015,Sosua -  Puerto Plata,Dominican Republic,vehicle accident,2015,9
2905,10/13/2015,Bavaro -  La Altagracia,Dominican Republic,other accident,2015,10
2906,10/23/2015,La Vega,Dominican Republic,vehicle accident,2015,10
2907,10/27/2015,Santo Domingo,Dominican Republic,drowning,2015,10
2908,11/9/2015,Cotui,Dominican Republic,homicide,2015,11
2909,11/16/2015,Higuey -  La Altagracia,Dominican Republic,drowning,2015,11
2910,12/13/2015,Cabarete -  Puerto Plata,Dominican Republic,vehicle accident,2015,12
2911,12/19/2015,La Romana,Dominican Republic,other accident,2015,12
2912,12/28/2015,Cotui,Dominican Republic,drug-related,2015,12
2913,1/1/2016,Punta Cana,Dominican Republic,vehicle accident,2016,1
2914,1/22/2016,Santo Domingo,Dominican Republic,homicide,2016,1
2915,2/28/2016,Santiago,Dominican Republic,vehicle accident,2016,2
2916,3/14/2016,Santo Domingo,Dominican Republic,homicide,2016,3
2917,3/18/2016,La Romana,Dominican Republic,vehicle accident,2016,3
2918,3/20/2016,Puerto Plata,Dominican Republic,drowning,2016,3
2919,4/30/2016,Santo Domingo,Dominican Republic,homicide,2016,4
2920,5/6/2016,Puerto Plata,Dominican Republic,drowning,2016,5
2921,5/18/2016,Puerto Plata,Dominican Republic,vehicle accident,2016,5
2922,5/30/2016,Santiago,Dominican Republic,other accident,2016,5
2923,5/31/2016,Santo Domingo,Dominican Republic,homicide,2016,5
2924,6/20/2016,Boca Chica,Dominican Republic,drowning,2016,6
2925,7/5/2016,Puerto Plata -  Puerto Plata,Dominican Republic,drowning,2016,7
2926,9/10/2016,Puerto Plata -  Puerto Plata,Dominican Republic,drowning,2016,9
2927,9/15/2016,Puerto Plata -  Puerto Plata,Dominican Republic,vehicle accident,2016,9
2928,11/10/2016,Ciudad Nueva -  Santo Domingo,Dominican Republic,other accident,2016,11
2929,11/11/2016,Higuey -  La Altagracia,Dominican Republic,vehicle accident,2016,11
2930,12/15/2016,Santo Domingo,Dominican Republic,suicide,2016,12
2931,1/29/2017,Santo Domingo ,Dominican Republic,vehicle accident,2017,1
2932,2/12/2017,Puerto Plata,Dominican Republic,other accident,2017,2
2933,2/20/2017,San Cristobal,Dominican Republic,homicide,2017,2
2934,3/16/2017,San Francisco De Macoris,Dominican Republic,homicide,2017,3
2935,4/20/2017,Montecristi,Dominican Republic,suicide,2017,4
2936,5/6/2017,Azua,Dominican Republic,vehicle accident,2017,5
2937,6/30/2017,Santo Domingo ,Dominican Republic,homicide,2017,6
2938,7/23/2017,Puerto Plata,Dominican Republic,vehicle accident,2017,7
2939,7/29/2017,Santiago,Dominican Republic,vehicle accident,2017,7
2940,7/29/2017,Santo Domingo,Dominican Republic,drowning,2017,7
2941,8/12/2017,La Vega,Dominican Republic,homicide,2017,8
2942,8/16/2017,Sosua -  Puerto Plata,Dominican Republic,vehicle accident,2017,8
2943,8/17/2017,Santo Domingo,Dominican Republic,suicide,2017,8
2944,9/3/2017,La Ceiba -  Bonao,Dominican Republic,vehicle accident,2017,9
2945,10/2/2017,Santo Domingo,Dominican Republic,vehicle accident,2017,10
2946,11/11/2017,Navarrete -  Santiago,Dominican Republic,other accident,2017,11
2947,12/4/2017,Santo Domingo,Dominican Republic,vehicle accident,2017,12
2948,2/22/2018,Santiago De Los Caballeros -  Santiago,Dominican Republic,homicide,2018,2
2949,3/31/2018,San Pedro De Macoris -  San Pedro De Macoris,Dominican Republic,vehicle accident,2018,3
2950,4/23/2018,Bonao -  Monsenor Nouel,Dominican Republic,homicide,2018,4
2951,5/23/2018,Punta Cana -  La Altagracia,Dominican Republic,drowning,2018,5
2952,7/8/2018,Higuey - La Altagracia,Dominican Republic,other accident,2018,7
2953,7/20/2018,Luperon - Puerto Plata,Dominican Republic,vehicle accident,2018,7
2954,7/22/2018,Santo Domingo Este,Dominican Republic,vehicle accident,2018,7
2955,8/15/2018,Bavaro -  Punta Cana - La Altagracia,Dominican Republic,drowning,2018,8
2956,8/15/2018,Sosua - Puerto Plata,Dominican Republic,drowning,2018,8
2957,8/19/2018,El Higuero -  Santo Domingo Norte,Dominican Republic,vehicle accident,2018,8
2958,10/16/2018,Santo Domingo Oeste,Dominican Republic,homicide,2018,10
2959,11/10/2018,Santiago,Dominican Republic,suicide,2018,11
2960,12/17/2018,San Pedro De Macoris,Dominican Republic,drowning,2018,12
2961,1/21/2019,Santiago -  Dominican Republic,Dominican Republic,vehicle accident,2019,1
2962,1/26/2019,Punta Cana -  Dominican Republic,Dominican Republic,other accident,2019,1
2963,2/4/2019,Santo Domingo -  dominican Republic,Dominican Republic,suicide,2019,2
2964,2/20/2019,Santo Domingo -  Dominican Republic,Dominican Republic,other accident,2019,2
2965,3/4/2019,Punta Cana -  Dominican Republic,Dominican Republic,vehicle accident,2019,3
2966,3/29/2019,Puerto Plata -  Dominican Republic,Dominican Republic,suicide,2019,3
2967,4/21/2019,Bonao -  Dominican Republic,Dominican Republic,other accident,2019,4
2968,4/30/2019,Bani -  Dominican Republic,Dominican Republic,vehicle accident,2019,4
2969,5/29/2019,Punta Cana -  Dominican Republic,Dominican Republic,vehicle accident,2019,5
2970,6/13/2019,Samana -  Dominican Republic,Dominican Republic,drowning,2019,6
2971,11/11/2002,Higuera-paute Highway -  Ecuador,Ecuador,vehicle accident,2002,11
2972,12/4/2002,Via Samborondon -  Guayaquil -  Ecuador,Ecuador,drowning,2002,12
2973,2/23/2003,Eloy Alfaro Y Portete -  Equador,Ecuador,vehicle accident,2003,2
2974,4/21/2003,Guayaquil -  Ecuador,Ecuador,suicide,2003,4
2975,9/24/2003,Quito -  Ecuador,Ecuador,homicide,2003,9
2976,1/27/2004,Quito -  Ecuador,Ecuador,other accident,2004,1
2977,2/15/2004,Hacienda San Martin Latacunga -  Ecuador,Ecuador,drug-related,2004,2
2978,2/18/2004,Road Quevedo - Santo Domingo -  Ecuador,Ecuador,vehicle accident,2004,2
2979,2/18/2004,Road Quevedo - Santo Domingo -  Ecuador,Ecuador,vehicle accident,2004,2
2980,2/18/2004,Road Quevedo - Santo Domingo -  Ecuador,Ecuador,vehicle accident,2004,2
2981,7/11/2004,Way Manta -  Guayaquil -  Ecuador,Ecuador,vehicle accident,2004,7
2982,8/15/2004,Carlos Ibarra 176 -  Quito -  Ecuador,Ecuador,other accident,2004,8
2983,9/20/2004,Isla Escalante -  Puna -  Ecuador,Ecuador,homicide,2004,9
2984,12/7/2004,Carretera Via Pallatanga-ambato -  Ecuador,Ecuador,other accident,2004,12
2985,12/29/2004,Quito -  Ecuador,Ecuador,suicide,2004,12
2986,10/10/2005,Quito -  Ecuador,Ecuador,vehicle accident,2005,10
2987,3/21/2006,Guayaquil -  Km 25 Via A La Costa -  Guayas -  Ecuador,Ecuador,vehicle accident,2006,3
2988,4/13/2006,Guayaquil -  Ecuador,Ecuador,homicide,2006,4
2989,3/1/2007,Machala-guayaquil Highway -  Naranjal -  Ecuador,Ecuador,homicide,2007,3
2990,4/21/2007,Conocoto -  Quito -  Pichincha -  Ecuador,Ecuador,suicide,2007,4
2991,8/10/2007,Km 43 Via Quininde Esmeraldas -  Esmeraldas,Ecuador,vehicle accident,2007,8
2992,9/19/2007,Via Guayaquil-samborondon -  Samborondon -  Guayas -  Ecuador,Ecuador,vehicle accident,2007,9
2993,10/6/2007,Giron -  Azuay -  Ecuador,Ecuador,other accident,2007,10
2994,4/12/2008,Quito - pichincha -  Ecuador,Ecuador,homicide,2008,4
2995,7/31/2008,San Pedro De Bellavista -  Ecuador,Ecuador,vehicle accident,2008,7
2996,9/2/2008,Azogues -  Canar -  Ecuador,Ecuador,vehicle accident,2008,9
2997,10/16/2008,Quito -  Pichincha -  Ecuador,Ecuador,other accident,2008,10
2998,2/17/2009,Cuenca-gualaceo Way -  Cuenca -  Azuay,Ecuador,vehicle accident,2009,2
2999,4/18/2009,Via Daule - Guayaquil -  Daule,Ecuador,homicide,2009,4
3000,4/24/2009,Seymour Norte -  Puerto Ayora -  Galapagos,Ecuador,drowning,2009,4
3001,7/18/2009,Quito -  Pinchincha -  Ecuador,Ecuador,vehicle accident,2009,7
3002,7/24/2009, - Atacames - Esmeraldas -  Ecuador,Ecuador,drowning,2009,7
3003,9/10/2009,Ambato - Tungurahua -  Ecuador,Ecuador,homicide,2009,9
3004,9/28/2009,Quito -  Pichincha -  Ecuador,Ecuador,other accident,2009,9
3005,11/3/2009,Manta -  Manabi -  Ecuador,Ecuador,homicide,2009,11
3006,11/14/2009,Duran - Guayas -  Ecuador,Ecuador,vehicle accident,2009,11
3007,11/22/2009,San Rafael -  Pinchincha -  Ecuador,Ecuador,homicide,2009,11
3008,11/27/2009,Guayaquil -  Ecuador,Ecuador,suicide,2009,11
3009,12/27/2009,Tola -  Napo -  Ecuador,Ecuador,other accident,2009,12
3010,2/12/2010,Seymour Island - Galapagos -  Ecuador,Ecuador,drowning,2010,2
3011,6/8/2010,TABACUNDO - PICHINCHA -  Ecuador,Ecuador,vehicle accident,2010,6
3012,6/8/2010,TABACUNDO - PICHINCHA -  Ecuador,Ecuador,vehicle accident,2010,6
3013,6/20/2010,Buena Fe -  Ecuador,Ecuador,vehicle accident,2010,6
3014,7/30/2010,Guayaquil -  Ecuador,Ecuador,vehicle accident,2010,7
3015,8/1/2010,Quito -  Pichincha -  Ecuador,Ecuador,vehicle accident,2010,8
3016,8/1/2010,Quito -  Pichincha -  Ecuador,Ecuador,vehicle accident,2010,8
3017,10/6/2010,Cuenca -  Ecuador,Ecuador,homicide,2010,10
3018,1/23/2011,Banos -  Tungurahua -  Ecuador,Ecuador,vehicle accident,2011,1
3019,3/22/2011,Montanita -  Santa Elena -  Ecuador,Ecuador,drowning,2011,3
3020,7/14/2011,Santo Domingo -  De Los Colorados -  Ecuador,Ecuador,vehicle accident,2011,7
3021,8/4/2011,Agrio -  Sucumbios -  Ecuador,Ecuador,drowning,2011,8
3022,9/9/2011,Quito -  Pichincha -  Ecuador,Ecuador,homicide,2011,9
3023,11/3/2011,Salinas -  Ecuador,Ecuador,vehicle accident,2011,11
3024,12/25/2011,Guayaquil -  Ecuador,Ecuador,vehicle accident,2011,12
3025,12/30/2011,Santa Elena -  Ecuador,Ecuador,drowning,2011,12
3026,3/3/2012,Quito -  Pichincha -  Ecuador,Ecuador,homicide,2012,3
3027,3/24/2012,Quito -  Pichincha -  Ecuador,Ecuador,vehicle accident,2012,3
3028,5/27/2012,Mindo -  Pichincha -  Ecuador,Ecuador,other accident,2012,5
3029,7/1/2012,Guayaquil -  Guayas -  Ecuador,Ecuador,vehicle accident,2012,7
3030,7/11/2012,Santa Elena -  Guayaquil -  Ecuador,Ecuador,vehicle accident,2012,7
3031,7/11/2012,Santa Elena -  Guayaquil -  Ecuador,Ecuador,vehicle accident,2012,7
3032,7/29/2012,Salinas -  Ecuador,Ecuador,drowning,2012,7
3033,8/8/2012,Gualaceo -  Azuay -  Ecuador,Ecuador,drowning,2012,8
3034,8/13/2012,Riobamba -  Chimborazo -  Ecuador,Ecuador,other accident,2012,8
3035,8/14/2012,Puerto Ayora -  Galapagos -  Ecuador,Ecuador,drowning,2012,8
3036,9/25/2012,Ambato -  Tungurahua -  Ecuador,Ecuador,other accident,2012,9
3037,12/28/2012,San Cristobal -  Galapagos -  Ecuador,Ecuador,other accident,2012,12
3038,2/16/2013,Guayaquil -  Ecuador,Ecuador,other accident,2013,2
3039,8/12/2013,Puerto Cayo -  Manabi -  Ecuador,Ecuador,homicide,2013,8
3040,12/15/2013,Guayaquil -  Ecuador,Ecuador,homicide,2013,12
3041,1/9/2014,El Triunfo - El Triunfo,Ecuador,homicide,2014,1
3042,5/15/2014,Guayaquil,Ecuador,suicide,2014,5
3043,5/18/2014,Quito - Pichincha,Ecuador,homicide,2014,5
3044,7/5/2014,Puerto Ayora,Ecuador,suicide,2014,7
3045,7/26/2014,Quito - Pichincha,Ecuador,vehicle accident,2014,7
3046,10/22/2014,Los Bancos - Pichincha,Ecuador,suicide,2014,10
3047,3/23/2015,Cuenca,Ecuador,homicide,2015,3
3048,3/23/2015,Cuenca,Ecuador,homicide,2015,3
3049,4/19/2015,Guayaquil,Ecuador,other accident,2015,4
3050,6/22/2015,San Cristobal - Galapagos,Ecuador,drowning,2015,6
3051,7/22/2015,Papallacta -  Napo,Ecuador,vehicle accident,2015,7
3052,7/22/2015,Papallacta -  Napo,Ecuador,vehicle accident,2015,7
3053,11/30/2015,Quito -  Pichincha,Ecuador,suicide,2015,11
3054,12/2/2015,El Chaco -  Napo,Ecuador,other accident,2015,12
3055,12/28/2015,Quito,Ecuador,suicide,2015,12
3056,1/1/2016,Salinas,Ecuador,drowning,2016,1
3057,1/2/2016,Quito,Ecuador,vehicle accident,2016,1
3058,1/6/2016,Banos,Ecuador,other accident,2016,1
3059,2/7/2016,Quito,Ecuador,drug-related,2016,2
3060,2/19/2016,Guayaquil,Ecuador,homicide,2016,2
3061,2/20/2016,Montanita,Ecuador,drowning,2016,2
3062,2/28/2016,Cotocachi,Ecuador,other accident,2016,2
3063,4/17/2016,Jama,Ecuador,disaster,2016,4
3064,10/23/2016,Puerto Villamil -  Galapagos,Ecuador,drowning,2016,10
3065,2/27/2017,Quito,Ecuador,other accident,2017,2
3066,4/14/2017,La Paz,Ecuador,homicide,2017,4
3067,10/5/2017,Quito -  Pichincha,Ecuador,vehicle accident,2017,10
3068,12/4/2017,Manta,Ecuador,homicide,2017,12
3069,12/16/2017,Guayaquil,Ecuador,homicide,2017,12
3070,1/20/2018,Macas - Morona Santiago,Ecuador,drowning,2018,1
3071,1/27/2018,Nabon -  Azuay,Ecuador,vehicle accident,2018,1
3072,3/24/2018,Malacatos - Loja,Ecuador,suicide,2018,3
3073,4/22/2018,Quito -  Pichincha,Ecuador,homicide,2018,4
3074,5/1/2018,Cuenca -  Azuay,Ecuador,vehicle accident,2018,5
3075,6/22/2018,Banos - Tungurahua,Ecuador,other accident,2018,6
3076,10/30/2018,Quito - Pichincha,Ecuador,suicide,2018,10
3077,11/4/2018,Quito - Pichincha,Ecuador,vehicle accident,2018,11
3078,12/27/2018,Las Nunez -  Santa Elena,Ecuador,drowning,2018,12
3079,1/3/2019,Quito -  Ecuador,Ecuador,vehicle accident,2019,1
3080,2/4/2019,Alausi -  Ecuador,Ecuador,vehicle accident,2019,2
3081,2/15/2019,Gualaquiza -  Ecuador,Ecuador,drowning,2019,2
3082,2/17/2019,Pallatanga -  Ecuador,Ecuador,vehicle accident,2019,2
3083,2/17/2019,Pallatanga -  Ecuador,Ecuador,vehicle accident,2019,2
3084,3/3/2019,Quito -  Ecuador,Ecuador,homicide,2019,3
3085,4/10/2019,Santa Cruz -  Ecuador,Ecuador,drowning,2019,4
3086,5/5/2019,Ayampe -  Ecuador,Ecuador,drowning,2019,5
3087,6/5/2019,Bahia De Caraquez -  Ecuador,Ecuador,other accident,2019,6
3088,1/21/2003,Road Of Newiba -  South Sinai -  Egypt,Egypt,vehicle accident,2003,1
3089,5/6/2003,Bitash -  Agamy -  Alexandria -  Egypt,Egypt,homicide,2003,5
3090,6/1/2003,Haram -  Giza -  Egypt,Egypt,vehicle accident,2003,6
3091,8/6/2003,Alexandria -  Egypt,Egypt,vehicle accident,2003,8
3092,10/9/2003,Maadi -  Cairo -  Egypt,Egypt,vehicle accident,2003,10
3093,1/3/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,air accident,2004,1
3094,1/3/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,air accident,2004,1
3095,1/3/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,air accident,2004,1
3096,1/3/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,air accident,2004,1
3097,1/3/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,air accident,2004,1
3098,2/12/2004,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,maritime accident,2004,2
3099,10/7/2004,Taba -  Egypt,Egypt,terrorist action,2004,10
3100,11/15/2004,Qena -  Egypt,Egypt,other accident,2004,11
3101,12/15/2004,Autostrad Road -  May 15th City -  Helwan -  Cairo,Egypt,vehicle accident,2004,12
3102,4/8/2005,Cairo -  Egypt,Egypt,terrorist action,2005,4
3103,5/14/2005, assafra -  Alexander -  Egypt,Egypt,vehicle accident,2005,5
3104,7/23/2005,Sharm El Sheikh -  South Sinai -  Egypt,Egypt,terrorist action,2005,7
3105,8/13/2005,Diplomatic Village -  Sidi Abdel Rahman -  North Coast -  Matrouf -  Egypt,Egypt,other accident,2005,8
3106,9/7/2005,Beer Alabd City -  North Sinai -  Egypt,Egypt,vehicle accident,2005,9
3107,9/7/2005,Beer Alabd City -  North Sinai -  Egypt,Egypt,vehicle accident,2005,9
3108,12/27/2005,Alexandria -  Egypt,Egypt,drug-related,2005,12
3109,4/22/2006,Marsa Aalam & Red Sea -  Egypt,Egypt,drowning,2006,4
3110,11/25/2006,Suez -  Egypt,Egypt,vehicle accident,2006,11
3111,11/25/2006,Suez -  Egypt,Egypt,vehicle accident,2006,11
3112,4/11/2007,Alexandria -  Egypt,Egypt,maritime accident,2007,4
3113,6/26/2007,Alexandria -  Egypt,Egypt,vehicle accident,2007,6
3114,8/24/2007,Alexandria Desert Road -  Wadi El Natroun -  Beheira -  Cairo,Egypt,vehicle accident,2007,8
