,Date,City,Country,Cause of Death,Year,Month
11130,12/28/2013,Gujrat -  Pakistan,Pakistan,homicide,2013,12
11131,2/20/2014,Multan  - Punjab,Pakistan,vehicle accident,2014,2
11132,2/27/2014,Attock - Punjab,Pakistan,vehicle accident,2014,2
11133,2/27/2014,Attock - Punjab,Pakistan,vehicle accident,2014,2
11134,2/27/2014,Attock - Punjab,Pakistan,vehicle accident,2014,2
11135,4/16/2014,Attock - Punjab,Pakistan,homicide,2014,4
11136,5/26/2014,Chanab Nagar - Punjab,Pakistan,homicide,2014,5
11137,2/8/2015,Kharian -  District Gujrat -  Punjab,Pakistan,homicide,2015,2
11138,6/17/2015,,Pakistan,homicide,2015,6
11139,7/21/2015,Karachi -  Sindh,Pakistan,vehicle accident,2015,7
11140,9/17/2015,Kallar Kahar,Pakistan,vehicle accident,2015,9
11141,10/29/2016,Karachi - Sindh,Pakistan,terrorist action,2016,10
11142,2/14/2017,Khyber Pakhtunkhwa,Pakistan,unknown/undetermined,2017,2
11143,11/29/2017,Islamabad,Pakistan,terrorist action,2017,11
11144,12/30/2017,Rawalpindi -  Punjab,Pakistan,vehicle accident,2017,12
11145,1/25/2018,Sialkot Cantt -  Punjab,Pakistan,vehicle accident,2018,1
11146,8/5/2018,Gujrat -  Punjab,Pakistan,vehicle accident,2018,8
11147,3/18/2019,Rawalpindi -  Pakistan,Pakistan,homicide,2019,3
11148,3/30/2019,Islamabad -  Pakistan,Pakistan,drowning,2019,3
11149,12/22/2003,Koror -  Palau,Palau,homicide,2003,12
11150,5/17/2004,Blue Corner Dive Site -  Koror -  Palau,Palau,drowning,2004,5
11151,6/27/2005,Koror -  Palau,Palau,maritime accident,2005,6
11152,11/21/2002,Campo Lindberg -  Panama,Panama,suicide,2002,11
11153,1/6/2003,Bocas Del Toro -  Panama,Panama,drowning,2003,1
11154,5/29/2003,Calidonia -  Panama,Panama,vehicle accident,2003,5
11155,5/31/2003,Bella Vista -  Panama,Panama,suicide,2003,5
11156,11/8/2003,Canglon -  Darien -  Panama,Panama,air accident,2003,11
11157,5/14/2004,Isla Bocas -  Bocas Del Toro -  Panama,Panama,air accident,2004,5
11158,5/28/2004,Panama City -  Panama,Panama,homicide,2004,5
11159,6/4/2004,Gamboa -  Panama Province -  Panama,Panama,homicide,2004,6
11160,7/2/2004,Tocumen International Airport -  Panama,Panama,air accident,2004,7
11161,7/2/2004,Tocumen International Airport -  Panama,Panama,air accident,2004,7
11162,7/2/2004,Tocumen International Airport -  Panama,Panama,air accident,2004,7
11163,7/2/2004,Tocumen International Airport -  Panama,Panama,air accident,2004,7
11164,7/24/2004,Los Algarrobos -  Dolega -  Chiriqui -  Panama,Panama,vehicle accident,2004,7
11165,9/5/2004,Panama City -  Panama,Panama,other accident,2004,9
11166,12/20/2004,Panama City -  Panama,Panama,other accident,2004,12
11167,2/5/2005,Santo Domingo -  Las Tablas -  Los Santos Province -  Panama,Panama,vehicle accident,2005,2
11168,2/5/2005,Via Interamericana -  El Coco -  Penonome -  Cocle Province -  Panama,Panama,vehicle accident,2005,2
11169,4/16/2005,Panama City -  Panama,Panama,other accident,2005,4
11170,4/20/2005,Panama City -  Panama,Panama,homicide,2005,4
11171,11/25/2005,Majagua River -  David -  Province Of Chiriqui -  Panama,Panama,drowning,2005,11
11172,12/21/2005,Transismica Road -  Buena Vista -  Colon -  Panama,Panama,vehicle accident,2005,12
11173,2/21/2006,Chiriqui -  Panama,Panama,other accident,2006,2
11174,4/26/2006,Las Lajas -  San Felix -  Chiriqui -  Panama,Panama,drowning,2006,4
11175,6/14/2006,Panama City -  Panama,Panama,homicide,2006,6
11176,7/25/2006,Highway Br 050 -  Km 150 -  Panama,Panama,vehicle accident,2006,7
11177,1/9/2007,Granito De Oro Island -  Montijo -  Veraguas -  Panama,Panama,drowning,2007,1
11178,4/6/2007,Cerro La Cruz -  El Valle Anton -  Panama,Panama,other accident,2007,4
11179,4/6/2007,El Valle -  Anton -  Cocle -  Panama,Panama,vehicle accident,2007,4
11180,7/8/2007,Chame -  Espave -  Panama,Panama,vehicle accident,2007,7
11181,10/14/2007,San Felipe -  Las Bovedas Beach Catedral -  Panama City -  Panama,Panama,drowning,2007,10
11182,12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Panama,air accident,2007,12
11183,12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Panama,air accident,2007,12
11184,1/27/2008,Kilometer 56 -  Changuinola -  Almirante -  Bocas Del Toro -  Panama,Panama,vehicle accident,2008,1
11185,3/4/2008,Playa Wizard -  Bastimentos -  Bocas Del Toro Island -  Bocas Del Toro,Panama,drowning,2008,3
11186,3/9/2008,Las Uvas -  San Carlos -  Chame -  Panama,Panama,vehicle accident,2008,3
11187,3/25/2008,Nombre De Dios - santa Isabel District -  Colon,Panama,vehicle accident,2008,3
11188,4/10/2008,Playa Leona -  La Chorrera -  Panama,Panama,vehicle accident,2008,4
11189,7/17/2008,Bocas Del Toro -  Panama,Panama,drowning,2008,7
11190,9/5/2008,Panama City -  Panama,Panama,suicide,2008,9
11191,9/12/2008,Bocas Del Toro -  Panama,Panama,homicide,2008,9
11192,9/21/2008,San Miguelito -  Panama,Panama,homicide,2008,9
11193,12/7/2008,Carrasquilla -  Panama,Panama,vehicle accident,2008,12
11194,1/17/2009,San Francisco -  Panama -  Panama,Panama,maritime accident,2009,1
11195,2/28/2009,Juan Diaz -  Panama -  Panama,Panama,homicide,2009,2
11196,5/27/2009,Chame -  Espave -  Panama,Panama,homicide,2009,5
11197,7/11/2009,District of Alanje  - Province Of Chiriqui -  Panama,Panama,drowning,2009,7
11198,9/17/2009,Chiriqui -  Panama,Panama,suicide,2009,9
11199,9/19/2009,Punta Prieta -   - Chame -  Panama,Panama,other accident,2009,9
11200,2/19/2010,Panama City -  Panama,Panama,homicide,2010,2
11201,3/29/2010,Dolega -  Panama,Panama,homicide,2010,3
11202,12/6/2010,Chiriqui -  Panama,Panama,suicide,2010,12
11203,2/1/2011,Calidonia -  Panama,Panama,other accident,2011,2
11204,4/1/2011,Chiriqui -  Panama,Panama,suicide,2011,4
11205,4/5/2011,San Bartolo - Veraguas -  Panama,Panama,suicide,2011,4
11206,5/3/2011,Anton -  Santa Clara. - Panama,Panama,vehicle accident,2011,5
11207,12/3/2011,Chame -  Panama,Panama,air accident,2011,12
11208,1/10/2012,Boquete -  Chiriqui -  Panama,Panama,vehicle accident,2012,1
11209,3/29/2012,Panama City -  Panama,Panama,suicide,2012,3
11210,4/6/2012,Panama City -  Panama,Panama,air accident,2012,4
11211,4/19/2012,Panama City -  Panama,Panama,homicide,2012,4
11212,4/19/2012,Panama City -  Panama,Panama,homicide,2012,4
11213,4/29/2012,Panama City -  Panama,Panama,suicide,2012,4
11214,5/23/2012,Montijo -  Veraguas -  Panama,Panama,drowning,2012,5
11215,6/2/2012,Alanje -  Chiriqui -  Panama,Panama,drowning,2012,6
11216,9/7/2012,Panama -  Panama,Panama,homicide,2012,9
11217,12/29/2012,Palenque -  Colon -  Panama,Panama,homicide,2012,12
11218,4/9/2013,La Guadalupe -  Chorrera -  Panama,Panama,maritime accident,2013,4
11219,7/10/2013,Royal Parks -  Panama,Panama,suicide,2013,7
11220,12/31/2013,La Chorrera -  Panama ,Panama,suicide,2013,12
11221,1/14/2014,Boca Chica - Chiriqui,Panama,vehicle accident,2014,1
11222,1/27/2014,Chiriqui,Panama,other accident,2014,1
11223,6/22/2014,La Mata - Santiago,Panama,suicide,2014,6
11224,7/12/2014, Dolega - Chiriqui,Panama,homicide,2014,7
11225,12/6/2014,Pedasi - Los Santos,Panama,drowning,2014,12
11226,12/8/2014,Bocas Del Toro,Panama,homicide,2014,12
11227,1/16/2015,Chame,Panama,vehicle accident,2015,1
11228,1/16/2015,San Carlos -  Panama Oeste,Panama,vehicle accident,2015,1
11229,6/1/2015,La Palma -  Darien,Panama,drowning,2015,6
11230,6/1/2015,La Palma -  Darien,Panama,drowning,2015,6
11231,8/13/2015,Panama City,Panama,suicide,2015,8
11232,8/16/2015,Panama City,Panama,homicide,2015,8
11233,9/3/2015,Penonome,Panama,drug-related,2015,9
11234,11/16/2015,Los Santos,Panama,vehicle accident,2015,11
11235,2/17/2016,Bocos Del Toro,Panama,other accident,2016,2
11236,3/2/2016,Playa Banco Montijo,Panama,drowning,2016,3
11237,5/30/2016,Chitre,Panama,suicide,2016,5
11238,7/19/2016,San Felix -  Chiriqui,Panama,drowning,2016,7
11239,8/3/2016,Aguadulce -  Cocle,Panama,vehicle accident,2016,8
11240,8/19/2016,Bocas Del Toro -  Bocas Del Toro,Panama,vehicle accident,2016,8
11241,12/20/2016,David - Chiriqui,Panama,suicide,2016,12
11242,2/2/2017,Bocas Del Toro,Panama,homicide,2017,2
11243,5/16/2017,Chiriqui,Panama,vehicle accident,2017,5
11244,7/2/2017,El Valle de Anton -  Cocle,Panama,vehicle accident,2017,7
11245,7/10/2017,La Mesa -  Veraguas,Panama,vehicle accident,2017,7
11246,8/6/2017,Palenque -  Colon,Panama,drowning,2017,8
11247,9/10/2017,Panama City -  Panama,Panama,unknown/undetermined,2017,9
11248,1/4/2018,Panama City -  Panama,Panama,homicide,2018,1
11249,5/6/2018,David -  Chiriqui,Panama,other accident,2018,5
11250,7/20/2018,El Harino -  San Jose -  San Carlos - Panama,Panama,unknown/undetermined,2018,7
11251,8/5/2018,Pedregal -  Panama,Panama,homicide,2018,8
11252,10/14/2018,Pedasi -  Los Santos,Panama,drowning,2018,10
11253,11/10/2018,Panama City -  Panama,Panama,unknown/undetermined,2018,11
11254,12/12/2018,Alanje -  Chiriqui,Panama,drowning,2018,12
11255,12/30/2018,Pedasi -  Los Santos,Panama,drowning,2018,12
11256,1/12/2019, Guarumal -  Panama,Panama,drowning,2019,1
11257,2/4/2019, Ancon -  Amador -  Panama,Panama,maritime accident,2019,2
11258,2/12/2019,Panama City -  Panama,Panama,other accident,2019,2
11259,2/21/2019,Calidonia -  Panama,Panama,suicide,2019,2
11260,5/25/2019,Bocas del Toro -  Panama,Panama,maritime accident,2019,5
11261,3/26/2007,Alotau -  Milne Bay -  Papua New Guinea,Papua New Guinea,other accident,2007,3
11262,10/5/2010,Efate -  Papua new Guinea,Papua New Guinea,drowning,2010,10
11263,11/26/2012,Wewak -  East Sepik -  Papua New Guinea,Papua New Guinea,other accident,2012,11
11264,5/2/2013,Sanma Province -  Vanuatu -  Papua New Guinea,Papua New Guinea,drowning,2013,5
11265,5/14/2005,Horqueta -  Paraguay,Paraguay,vehicle accident,2005,5
11266,11/24/2005,Colonia Florida -  J.e. Estigarribia -  Caaguazu -  Paraguay,Paraguay,other accident,2005,11
11267,12/5/2009,Alto Parana -  Paraguay,Paraguay,homicide,2009,12
11268,9/7/2010,Asuncion -  Paraguay,Paraguay,homicide,2010,9
11269,8/13/2011,Ciudad Del Este -  Paraguay,Paraguay,homicide,2011,8
11270,11/27/2011,Paraguari -  Paraguay,Paraguay,vehicle accident,2011,11
11271,4/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Paraguay,vehicle accident,2012,4
11272,4/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Paraguay,vehicle accident,2012,4
11273,7/16/2015,Villarrica Hospital - Villarrica,Paraguay,vehicle accident,2015,7
11274,7/30/2016,Clorinda - Formosa,Paraguay,vehicle accident,2016,7
11275,12/17/2017,Asuncion,Paraguay,homicide,2017,12
11276,4/9/2019,Curuguaty -  Paraguay,Paraguay,homicide,2019,4
11277,1/9/2003,San Geronimo De Paclas -  Luya -  Amazonas -  Peru,Peru,air accident,2003,1
11278,6/1/2003,Peru,Peru,other accident,2003,6
11279,12/6/2003,Lima -  Peru,Peru,vehicle accident,2003,12
11280,2/20/2004,Chancay Province -  Peru,Peru,vehicle accident,2004,2
11281,3/24/2004,Cascas -  Trujillo -  Peru,Peru,other accident,2004,3
11282,6/3/2004,Av. Del Parque -  La Molina -  Lima -  Peru,Peru,other accident,2004,6
11283,2/9/2005,Callao -  Peru,Peru,other accident,2005,2
11284,8/23/2005,Pucallpa -  Peru,Peru,air accident,2005,8
11285,8/23/2005,Pucallpa -  Peru,Peru,air accident,2005,8
11286,3/1/2006,San Jeronimo -  Cusco -  Peru,Peru,other accident,2006,3
11287,3/1/2006,San Jeronimo -  Cusco -  Peru,Peru,other accident,2006,3
11288,3/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Peru,drowning,2006,3
11289,3/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Peru,drowning,2006,3
11290,5/14/2006,Juliaca -  Puno -  Peru,Peru,other accident,2006,5
11291,5/24/2006,Talara -  Peru,Peru,drowning,2006,5
11292,3/11/2007,Panamericana Sur -  Lurin -  Peru,Peru,other accident,2007,3
11293,4/22/2007,Cusco -  Cusco -  Peru,Peru,suicide,2007,4
11294,8/30/2007,Pucallpa -  Ucayali -  Peru,Peru,drug-related,2007,8
11295,11/4/2007,Paucartambo -  Cuzco -  Peru,Peru,other accident,2007,11
11296,1/3/2008,Cabanaconde -  Arequipa -  Peru,Peru,other accident,2008,1
11297,7/5/2008,Abancay -  Peru,Peru,other accident,2008,7
11298,1/3/2009,Lima -  Peru,Peru,other accident,2009,1
11299,3/19/2009,Lima -  Peru,Peru,other accident,2009,3
11300,3/19/2009,Lima -  Peru,Peru,other accident,2009,3
11301,4/13/2009,Lima -  Peru,Peru,homicide,2009,4
11302,6/1/2009,Lima -  Peru,Peru,vehicle accident,2009,6
11303,6/1/2009,Lima -  Peru,Peru,vehicle accident,2009,6
11304,5/22/2010,Iquitos -  Peru,Peru,drowning,2010,5
11305,6/3/2010,Caraz - Huaraz -  Peru,Peru,other accident,2010,6
11306,7/31/2010,Nevado Yanapaccha -  Huaraz -  Peru,Peru,other accident,2010,7
11307,8/1/2010,Morococha -  La Oroya -  Peru,Peru,other accident,2010,8
11308,8/27/2010,Lima -  Peru,Peru,homicide,2010,8
11309,9/19/2010,Carreratera Oxapampa -  Oxapampa-Pozuzo -  Peru,Peru,vehicle accident,2010,9
11310,11/4/2010,Chaclacayo -  Peru,Peru,vehicle accident,2010,11
11311,5/7/2011,Ilo - Moquegua -  Peru,Peru,homicide,2011,5
11312,5/25/2011,Lima -  Peru,Peru,suicide,2011,5
11313,10/20/2011,Niraco -  Arequipa -  Peru,Peru,vehicle accident,2011,10
11314,2/26/2012,Iquitos -  Peru,Peru,suicide,2012,2
11315,7/14/2012,Huaraz -  Ancash -  Peru,Peru,other accident,2012,7
11316,7/14/2012,Huaraz -  Ancash -  Peru,Peru,other accident,2012,7
11317,8/28/2012,Calca -  Cusco -  Peru,Peru,vehicle accident,2012,8
11318,8/28/2012,Calca -  Cusco -  Peru,Peru,vehicle accident,2012,8
11319,9/15/2012,Cusco -  Cusco -  Peru,Peru,vehicle accident,2012,9
11320,10/7/2012,Lima -  Peru,Peru,suicide,2012,10
11321,12/18/2012,Cusco -  Cusco -  Peru,Peru,drowning,2012,12
11322,12/27/2012,Huarmey -  Ancash -  Peru,Peru,other accident,2012,12
11323,1/1/2013,Cusco -  Peru,Peru,other accident,2013,1
11324,1/7/2013,Yarinacocha -  Ucayalli -  Peru,Peru,air accident,2013,1
11325,1/7/2013,Yarinacocha -  Ucayalli -  Peru,Peru,air accident,2013,1
11326,1/7/2013,Yarinacocha -  Ucayalli -  Peru,Peru,air accident,2013,1
11327,1/7/2013,Yarinacocha -  Ucayalli -  Peru,Peru,air accident,2013,1
11328,1/7/2013,Yarinacocha -  Ucayalli -  Peru,Peru,air accident,2013,1
11329,1/23/2013,Lima -  Peru,Peru,other accident,2013,1
11330,2/15/2013,Cusco -  Peru,Peru,suicide,2013,2
11331,2/16/2013,Lima -  Peru,Peru,suicide,2013,2
11332,3/22/2013,Paracas -  Peru,Peru,suicide,2013,3
11333,5/19/2013,Lima -  Peru,Peru,drug-related,2013,5
11334,6/2/2013,Cusco -  Peru,Peru,suicide,2013,6
11335,9/1/2013,La Victoria -  San Luis -  Lima -  Peru,Peru,homicide,2013,9
11336,10/22/2013,Lima -  Peru,Peru,suicide,2013,10
11337,10/27/2013,Miraflores -  Lima -  Peru,Peru,suicide,2013,10
11338,11/5/2013,La Estancia -  San Martin -  Peru,Peru,vehicle accident,2013,11
11339,5/2/2014,Lima,Peru,suicide,2014,5
11340,7/14/2014,Nevado Piramide - Caraz - Huaylas -  Ancash,Peru,other accident,2014,7
11341,10/31/2014,Taller Bazan - Barranca - Lima,Peru,homicide,2014,10
11342,12/17/2014,Chuquibambilla - Apurimac,Peru,vehicle accident,2014,12
11343,2/14/2015,Sullana -  Piura,Peru,vehicle accident,2015,2
11344,6/10/2015,Mancora -  Piura,Peru,suicide,2015,6
11345,7/13/2015,Lima,Peru,other accident,2015,7
11346,8/4/2015,Lima,Peru,suicide,2015,8
11347,1/1/2016,Cajamarca,Peru,other accident,2016,1
11348,1/4/2016,Lima,Peru,vehicle accident,2016,1
11349,1/17/2016,Tumbez,Peru,vehicle accident,2016,1
11350,4/10/2016,Iquitos,Peru,other accident,2016,4
11351,4/10/2016,Iquitos,Peru,other accident,2016,4
11352,5/20/2016,San Martin,Peru,suicide,2016,5
11353,8/14/2016,Yanque -  Arequipa,Peru,disaster,2016,8
11354,8/20/2016,Calca -  Cusco,Peru,other accident,2016,8
11355,8/20/2016,Pisco -  Ica,Peru,drowning,2016,8
11356,9/21/2016,Ollantantambo -  Cusco,Peru,other accident,2016,9
11357,9/22/2016,Cusco,Peru,suicide,2016,9
11358,11/15/2016,Lima,Peru,suicide,2016,11
11359,12/8/2016,Iquitos -  Loreto,Peru,drug-related,2016,12
11360,1/15/2017,Lima,Peru,suicide,2017,1
11361,1/24/2017,Lima,Peru,suicide,2017,1
11362,1/24/2017,Lima,Peru,suicide,2017,1
11363,3/1/2017,Cusco,Peru,other accident,2017,3
11364,6/19/2017,Lima,Peru,homicide,2017,6
11365,6/21/2017,Lima,Peru,vehicle accident,2017,6
11366,6/24/2017,Cusco,Peru,other accident,2017,6
11367,7/22/2017,Caraz -  Ancash,Peru,other accident,2017,7
11368,12/19/2017,Lima,Peru,homicide,2017,12
11369,4/26/2018,Huarochiri -  Lima,Peru,other accident,2018,4
11370,8/26/2018,Callao -  Callao,Peru,vehicle accident,2018,8
11371,9/4/2018,Lima -  Lima,Peru,other accident,2018,9
11372,9/25/2018,Cusco -  Cusco,Peru,other accident,2018,9
11373,10/24/2018,Urubamba -  Cusco,Peru,suicide,2018,10
11374,4/11/2019,Lima -  Peru,Peru,suicide,2019,4
11375,5/24/2019,Cusco -  Peru,Peru,vehicle accident,2019,5
11376,5/24/2019,Cusco -  Peru,Peru,vehicle accident,2019,5
11377,11/18/2002,Las Pinas City -  Philippines,Philippines,homicide,2002,11
11378,12/10/2002,Calamba City -  Laguna -  Philippines,Philippines,homicide,2002,12
11379,1/15/2003,Karuhatan -  Valenzuela City -  Philippines,Philippines,suicide,2003,1
11380,1/21/2003,Sabang -  Sibonga -  Cebu -  Philippines,Philippines,vehicle accident,2003,1
11381,3/4/2003,Davao City -  Philippines,Philippines,terrorist action,2003,3
11382,4/2/2003,Silang -  Cavite -  Philippines,Philippines,air accident,2003,4
11383,4/17/2003,Brgy. 8 Laoag City Ilocos Norte -  Philippines,Philippines,other accident,2003,4
11384,4/25/2003,Lupi -  Camarines Sur -  Philippines,Philippines,vehicle accident,2003,4
11385,4/25/2003,Lupi -  Camarines Sur -  Philippines,Philippines,vehicle accident,2003,4
11386,4/30/2003,San Leonardo -  Nueva Ecija -  Philippines,Philippines,homicide,2003,4
11387,5/6/2003,Angeles City -  Pampanga -  Philippines,Philippines,suicide,2003,5
11388,6/14/2003,Laoag City -  Ilocos Norte -  Philippines,Philippines,vehicle accident,2003,6
11389,7/4/2004,North Luzon Expressway -  Dampol 1st -  Pulilan Bulacan -  Phillipines,Philippines,vehicle accident,2004,7
11390,10/1/2004,San Narciso -  Zambales -  Philippines,Philippines,vehicle accident,2004,10
11391,10/23/2004,San Ildefonso -  Ilocos Sur -  Philippines,Philippines,homicide,2004,10
11392,11/20/2004,San Fernando -  La Union -  Philippines,Philippines,vehicle accident,2004,11
11393,11/23/2004,Carmen -  Davao Del Norte -  Philippines,Philippines,homicide,2004,11
11394,12/3/2004,Dauin -  Negros Oriental -  Philippines,Philippines,homicide,2004,12
11395,3/28/2005,Paranague City -  Philippines,Philippines,vehicle accident,2005,3
11396,4/23/2005,Angeles City -  Pampanga -  Philippines,Philippines,suicide,2005,4
11397,6/8/2005,Makati City -  Philippines,Philippines,homicide,2005,6
11398,6/28/2005,Poblacion -  Pulilan -  Bulacan -  Philippines,Philippines,homicide,2005,6
11399,7/16/2005,Iloilo -  Philippines,Philippines,homicide,2005,7
11400,7/25/2005,Pampanga -  Philippines,Philippines,suicide,2005,7
11401,7/30/2005,Manila -  Philippines,Philippines,homicide,2005,7
11402,9/13/2005,Calapandayan -  Subic -  Zambales -  Philippines,Philippines,homicide,2005,9
11403,9/16/2005,Calbayog -  Samar -  Philippines,Philippines,homicide,2005,9
11404,11/3/2005,Iba -  Zambales -  The Philippines,Philippines,suicide,2005,11
11405,11/22/2005,Dumaguete City -  Negros Oriental -  The Philippines,Philippines,homicide,2005,11
11406,12/12/2005,Pampanga -  Philippines,Philippines,homicide,2005,12
11407,12/22/2005,Manila -  Philippines,Philippines,vehicle accident,2005,12
11408,12/26/2005,Olongapo -  Zambales -  The Philippines,Philippines,homicide,2005,12
11409,1/15/2006,San Carlos -  Pangasinan -  Philippines,Philippines,homicide,2006,1
11410,2/9/2006,Along Brgy. Dolores Intersection -  Magalang -  Pampanga -  Philippines,Philippines,vehicle accident,2006,2
11411,2/19/2006,Pili -  Camarine Sur -  Philippines,Philippines,homicide,2006,2
11412,3/2/2006,Quezon City -  Philippines,Philippines,homicide,2006,3
11413,3/23/2006,Lipa City -  Batangas -  Philippines,Philippines,homicide,2006,3
11414,4/8/2006,Quezon City -  Philippines,Philippines,homicide,2006,4
11415,4/18/2006,Tanza -  Cavite -  Philippines,Philippines,homicide,2006,4
11416,7/19/2006,Barangay-baybayaoas -  Philippines,Philippines,homicide,2006,7
11417,7/24/2006,Cebu City -  Philippines,Philippines,homicide,2006,7
11418,7/29/2006,Baguio- Nemguet -  Philippines,Philippines,suicide,2006,7
11419,8/9/2006,Pukitan-paco -  Philippines,Philippines,homicide,2006,8
11420,8/26/2006,Barangay-sapang Bato -  Philippines,Philippines,homicide,2006,8
11421,9/1/2006,Surigao City -  Suriago Del Norte -  Phillipines,Philippines,vehicle accident,2006,9
11422,10/27/2006,San Ramon -  Dinalupihan -  Bataan -  Phillipines,Philippines,homicide,2006,10
11423,11/23/2006,Manolo Fortich -  Bukidnon -  Phillipines,Philippines,homicide,2006,11
11424,12/20/2006,Mandaluyong City -  Philippines,Philippines,vehicle accident,2006,12
11425,1/3/2007,Brgy. Sa Roque -  Barobo -  Surigao Del Sur -  Phillipines,Philippines,suicide,2007,1
11426,1/7/2007,Basak -  Kagodoy -  Lapu-lapu -  Cebu -  Phillipines,Philippines,suicide,2007,1
11427,1/23/2007,Barangay Ili Sur -  Municipality Of San Juan -  La Union -  Phillipines,Philippines,suicide,2007,1
11428,2/17/2007,Nagmisahan Cuyapo -  Nueva Ecija -  Phillipines,Philippines,vehicle accident,2007,2
11429,2/27/2007,Quezon City -  Metro Manila -  Phillipines,Philippines,homicide,2007,2
11430,3/30/2007,Angeles City -  Pampanga -  Phillipines,Philippines,vehicle accident,2007,3
11431,4/18/2007,Bgy Batad -  Banaue -  Ifugao -  Phillipines,Philippines,homicide,2007,4
11432,7/8/2007,Aringay -  La Union -  Phillipines,Philippines,maritime accident,2007,7
11433,7/28/2007,Makati City -  Manila -  Phillipines,Philippines,drowning,2007,7
11434,8/15/2007,Nasugbu -  Batangas -  Phillipines,Philippines,homicide,2007,8
11435,9/17/2007,Olongapo City -  Zambales,Philippines,suicide,2007,9
11436,12/22/2007,Tagibilaran City -  Bohol -  Phillipines,Philippines,vehicle accident,2007,12
11437,12/25/2007,Manila -  Philippines,Philippines,suicide,2007,12
11438,1/10/2008,Quezon City - phillipines,Philippines,homicide,2008,1
11439,1/28/2008,Cavite -  Phillipines,Philippines,other accident,2008,1
11440,2/9/2008,Ouezon City -  Phillipines,Philippines,suicide,2008,2
11441,2/18/2008,San Marcelino -  Zambales -  Phillipines,Philippines,vehicle accident,2008,2
11442,3/15/2008,National Highway -  Kalaklan - olongapo City - zambales,Philippines,vehicle accident,2008,3
11443,3/19/2008,Olongapocity - zambales -  Phillipines,Philippines,vehicle accident,2008,3
11444,4/4/2008,Pangasinan -  Phillipines,Philippines,homicide,2008,4
11445,4/22/2008,Lapu Lapu -  Cebu -  Phillipines,Philippines,other accident,2008,4
11446,7/2/2008,Pampanga -  Philippines,Philippines,homicide,2008,7
11447,7/8/2008,Bacoor -  Cavite -  Philippines,Philippines,vehicle accident,2008,7
11448,7/14/2008,Lapu-lapu City -  Cebul -  Philippines,Philippines,homicide,2008,7
11449,8/12/2008,Iloilo City -  Iloilo -  Philippines,Philippines,homicide,2008,8
11450,8/17/2008,Cebu City -  Cebu -  Philippines,Philippines,homicide,2008,8
11451,8/28/2008,Jaro -  Iloilo -  Philippines,Philippines,homicide,2008,8
11452,9/19/2008,Locloc -  Palauig -  Zambales -  Philippines,Philippines,drowning,2008,9
11453,1/8/2009,Makati City -  Manila -  Philippines,Philippines,suicide,2009,1
11454,1/14/2009,Ususan -  Taguig City -  Philippines,Philippines,suicide,2009,1
11455,1/30/2009,Quezon City -  Philippines,Philippines,suicide,2009,1
11456,2/17/2009,Valencia City -  Bukidnon -  Philippines,Philippines,homicide,2009,2
11457,3/5/2009,Angeles City -  Pampanga -  Phillipines,Philippines,homicide,2009,3
11458,3/8/2009,Lapu-lapu -  Cebu -  Philippines,Philippines,other accident,2009,3
11459,3/25/2009,Cebu City -  Cebu -  Philippines,Philippines,vehicle accident,2009,3
11460,3/28/2009,Angat -  Bulacan -  Philippines,Philippines,homicide,2009,3
11461,4/1/2009,Legazpi City -  Albay -  Philippines,Philippines,homicide,2009,4
11462,4/16/2009,Tacloban City -  Leyte -  Philippines,Philippines,vehicle accident,2009,4
11463,5/12/2009,Clarkview -  Angeles City -  Pampanga -  Philippines,Philippines,suicide,2009,5
11464,5/12/2009,Mabalacat -  Pampanga -  Philippines,Philippines,homicide,2009,5
11465,6/6/2009,Makati City -  Philippines,Philippines,suicide,2009,6
11466,6/14/2009,Tabza -  Cavite -  Philippines,Philippines,homicide,2009,6
11467,6/23/2009,Lapu-lapu -  Cebu -  Philippines,Philippines,suicide,2009,6
11468,7/8/2009,Pasig -  Philippines,Philippines,other accident,2009,7
11469,7/25/2009,Las Pinas -  Philippines,Philippines,vehicle accident,2009,7
11470,8/9/2009,Bagumbayan - Taguig City -  Philippines,Philippines,homicide,2009,8
11471,8/10/2009,Tagaytay - Cavite -  Philippines,Philippines,homicide,2009,8
11472,8/13/2009,Angeles City - Pampanga -  Philippines,Philippines,homicide,2009,8
11473,8/23/2009,Silang - Cavite -  Philippines,Philippines,drowning,2009,8
11474,8/26/2009,Lapu-Lapu City - Cebu -  Philippines,Philippines,homicide,2009,8
11475,10/2/2009,Dumanjug - Cebu -  Philippines,Philippines,homicide,2009,10
11476,11/10/2009,Lingayen - Pangasinan -  Philippines,Philippines,vehicle accident,2009,11
11477,12/28/2009,Mabalacat - Pampanga -  Philippines,Philippines,vehicle accident,2009,12
11478,1/29/2010,l - Iloilo City - Iloilo -  Philippines,Philippines,homicide,2010,1
11479,1/30/2010,Bacolod City - Negros Occidental -  Philippines,Philippines,vehicle accident,2010,1
11480,2/10/2010,Angeles City - Pampanga -  Philippines,Philippines,homicide,2010,2
11481,3/18/2010,Pasay City -  Philippines,Philippines,other accident,2010,3
